var
prec.days
prec.max
VPD
RET
defc
prec.1mo
prec.6mo
prec.12mo
tmax.6mo
tmax.12mo
relh.6mo
relh.12mo
es.6mo
es.12mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.6mo
VPD.12mo
RET.6mo
RET.12mo
defc.1mo
defc.3mo
defc.6mo
defc.12mo
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
defc.6mo.sq
defc.12mo.sq
