var
prec.days
prec.gt.50
tmax
rads
relh
prec
VPD
es
RET
defc
prec.1mo
rads.2mo
wspd.12mo
defc.1mo
defc.2mo
defc.sq
defc.1mo.sq
defc.2mo.sq
