var
prec.max
prec.gt.25
prec
defc
prec.2mo
prec.3mo
prec.6mo
prec.12mo
es.12mo
VPD.12mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.12mo.sq
