var
rads
prec
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
relh.6mo
relh.12mo
rads.1mo
rads.6mo
rads.12mo
ea.6mo
ea.12mo
VPD.2mo
VPD.12mo
RET.2mo
RET.6mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
defc.1mo.sq
defc.2mo.sq
defc.12mo.sq
