var
rads
relh
prec
prec.days
prec.max
prec.gt.12
prec.gt.25
prec.gt.50
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmax.1mo
tmax.2mo
tmax.3mo
tmax.6mo
relh.3mo
relh.12mo
rads.1mo
rads.2mo
rads.3mo
rads.12mo
es.1mo
es.2mo
es.3mo
VPD.2mo
VPD.3mo
VPD.12mo
RET.1mo
RET.2mo
RET.3mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
defc.6mo.sq
defc.12mo.sq
