var
tmin
tmax
rads
relh
es
ea
VPD
RET
prec.days
defc
prec.2mo
prec.3mo
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmin.12mo
tmax.1mo
tmax.2mo
tmax.3mo
tmax.6mo
tmax.12mo
relh.1mo
wspd.2mo
wspd.3mo
ea.1mo
ea.2mo
ea.3mo
ea.6mo
ea.12mo
es.1mo
es.2mo
es.3mo
es.6mo
es.12mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.6mo
VPD.12mo
RET.1mo
RET.2mo
RET.3mo
RET.6mo
RET.12mo
defc.1mo
defc.12mo
