flux.name,year,LULC,climate,obs.baseline,obs,PLS.mean,PLS.sd,change.overall.mean,change.overall.sd,change.climate.mean,change.climate.sd,change.LULC.mean,change.LULC.sd,change.overall.min,change.overall.max,change.climate.min,change.climate.max,change.LULC.min,change.LULC.max,avg.obs,avg.PLS.mean,avg.PLS.sd,avg.change.overall.mean,avg.change.overall.sd,avg.change.climate.mean,avg.change.climate.sd,avg.change.LULC.mean,avg.change.LULC.sd,avg.change.overall.min,avg.change.overall.max,avg.change.climate.min,avg.change.climate.max,avg.change.LULC.min,avg.change.LULC.max,change.overall.mean.prc,change.overall.sd.prc,change.overall.min.prc,change.overall.max.prc,avg.change.overall.mean.prc,avg.change.overall.sd.prc,avg.change.overall.min.prc,avg.change.overall.max.prc,change.LULC.mean.prc,change.LULC.sd.prc,change.LULC.min.prc,change.LULC.max.prc,avg.change.LULC.mean.prc,avg.change.LULC.sd.prc,avg.change.LULC.min.prc,avg.change.LULC.max.prc,change.climate.mean.prc,change.climate.sd.prc,change.climate.min.prc,change.climate.max.prc,avg.change.climate.mean.prc,avg.change.climate.sd.prc,avg.change.climate.min.prc,avg.change.climate.max.prc
srunoff,2011,NW,AI,77.5156925923695,46.8580089687441,45.8407778615298,1.13217371781683,-30.6576836236254,0,-31.6749147308397,1.13217371781683,1.01723110721427,1.13217371781683,-30.6576836236254,-30.6576836236254,-32.8070884486565,-30.5427410130228,-0.114942610602568,2.1494048250311,77.2471344367968,74.4130188534346,1.98042873872111,-0.268558155572713,0,-3.10267373893495,1.98042873872111,2.83411558336223,1.98042873872111,-0.268558155572713,-0.268558155572713,-5.08310247765606,-1.12224500021384,0.853686844641124,4.81454432208334,-39.5502931062546,0,-39.5502931062546,-39.5502931062546,-0.346456500085699,0,-0.346456500085699,-0.346456500085699,1.31229054813915,1.46057356898116,-0.148283020842006,2.77286411712031,3.65618301092393,2.55487459698716,1.10130841393677,6.21105760791109,-40.8625836543937,1.46057356898116,-42.3231572233749,-39.4020100854126,-4.00263951100963,2.55487459698716,-6.55751410799679,-1.44776491402247
srunoff,2012,NW,AI,77.5156925923695,26.3867983133747,26.9135713759266,2.34783955862657,-51.1288942789948,0,-50.6021212164429,2.34783955862657,-0.526773062551932,2.34783955862657,-51.1288942789948,-51.1288942789948,-52.9499607750694,-48.2542816578163,-2.87461262117851,1.82106649607464,73.3044999934238,70.8906517586571,2.02720070701398,-4.21119259894572,0,-6.62504083371236,2.02720070701398,2.41384823476664,2.02720070701398,-4.21119259894572,-4.21119259894572,-8.65224154072634,-4.59784012669838,0.386647527752659,4.44104894178062,-65.9594110161222,0,-65.9594110161222,-65.9594110161222,-5.43269686190001,0,-5.43269686190001,-5.43269686190001,-0.679569574798312,3.02885709990765,-3.70842667470597,2.34928752510934,3.11401234258501,2.61521330612937,0.498799036455646,5.72922564871438,-65.2798414413239,3.02885709990765,-68.3086985412316,-62.2509843414163,-8.54670920448502,2.61521330612937,-11.1619225106144,-5.93149589835566
srunoff,2013,NW,AI,77.5156925923695,121.734799588023,116.652564423255,3.7479169756233,44.2191069956537,0,39.1368718308851,3.7479169756233,5.08223516476857,3.7479169756233,44.2191069956537,44.2191069956537,35.3889548552618,42.8847888065084,1.33431818914528,8.83015214039187,81.5463150135894,78.9417563991605,2.27225355715537,4.03062242121995,0,1.42606380679095,2.27225355715537,2.604558614429,2.27225355715537,4.03062242121995,4.03062242121995,-0.84618975036442,3.69831736394631,0.332305057273631,4.87681217158436,57.0453614188652,0,57.0453614188652,57.0453614188652,5.1997502523982,0,5.1997502523982,5.1997502523982,6.55639522115147,4.83504288006869,1.72135234108277,11.3914381012202,3.36004043481305,2.9313465198646,0.428693914948446,6.29138695467765,50.4889661977137,4.83504288006869,45.653923317645,55.3240090777824,1.83970981758515,2.9313465198646,-1.09163670227945,4.77105633744975
srunoff,2014,NW,AI,77.5156925923695,59.473098831265,62.3125771849273,0.811987340967733,-18.0425937611044,0,-15.2031154074422,0.811987340967733,-2.83947835366226,0.811987340967733,-18.0425937611044,-18.0425937611044,-16.0151027484099,-14.3911280664745,-3.65146569462999,-2.02749101269452,82.3228000029278,80.3063783856738,2.1538345369962,4.80710741055828,0,2.79068579330425,2.1538345369962,2.01642161725402,2.1538345369962,4.80710741055828,4.80710741055828,0.636851256308056,4.94452033030045,-0.137412919742175,4.17025615425022,-23.2760530902881,0,-23.2760530902881,-23.2760530902881,6.20146353569636,0,6.20146353569636,6.20146353569636,-3.66310131368389,1.04751349541275,-4.71061480909665,-2.61558781827114,2.60130761890724,2.77857871737344,-0.177271098466198,5.37988633628068,-19.6129517766042,1.04751349541275,-20.660465272017,-18.5654382811915,3.60015591678912,2.77857871737344,0.821577199415678,6.37873463416256
srunoff,2015,NW,AI,77.5156925923695,65.1210585946552,54.8887584704581,1.60423252041017,-12.3946339977143,0,-22.6269341219114,1.60423252041017,10.2323001241971,1.60423252041017,-12.3946339977143,-12.3946339977143,-24.2311666423215,-21.0227016015012,8.62806760378691,11.8365326446073,80.8106954673,77.9538047927936,2.0162606406674,3.29500287493052,0,0.438112200424106,2.0162606406674,2.85689067450641,2.0162606406674,3.29500287493052,3.29500287493052,-1.5781484402433,2.45437284109151,0.840630033839006,4.87315131517381,-15.9898384226453,0,-15.9898384226453,-15.9898384226453,4.25075589823843,0,4.25075589823843,4.25075589823843,13.2002950396193,2.0695583910297,11.1307366485896,15.269853430649,3.6855642760362,2.60109994923258,1.08446432680362,6.28666422526878,-29.1901334622645,2.0695583910297,-31.2596918532942,-27.1205750712348,0.565191622202228,2.60109994923258,-2.03590832703035,3.1662915714348
srunoff,2016,NW,AI,77.5156925923695,55.8251041776299,62.1985976307568,2.76174960433238,-21.6905884147396,0,-15.3170949616127,2.76174960433238,-6.37349345312692,2.76174960433238,-21.6905884147396,-21.6905884147396,-18.078844565945,-12.5553453572803,-9.1352430574593,-3.61174384879455,82.6646041546588,80.403200284222,2.14381773564595,5.14891156228928,0,2.88750769185251,2.14381773564595,2.26140387043677,2.14381773564595,5.14891156228928,5.14891156228928,0.743689956206559,5.03132542749847,0.117586134790812,4.40522160608272,-27.9821900435097,0,-27.9821900435097,-27.9821900435097,6.6424118653829,0,6.6424118653829,6.6424118653829,-8.22219764795641,3.56282645741882,-11.7850241053752,-4.65937119053759,2.91734975823382,2.76565642897576,0.151693329258064,5.68300618720958,-19.7599923955533,3.56282645741882,-23.3228188529721,-16.1971659381345,3.72506210714907,2.76565642897576,0.959405678173307,6.49071853612483
srunoff,2017,NW,AI,77.5156925923695,164.8340757242,180.370329271411,3.80924208912593,87.3183831318305,0,102.854636679042,3.80924208912593,-15.5362535472114,3.80924208912593,87.3183831318305,87.3183831318305,99.045394589916,106.663878768168,-19.3454956363374,-11.7270114580855,88.9016429637888,88.9213208046211,2.35456049347944,11.3859503714194,0,11.4056282122516,2.35456049347944,-0.0196778408322588,2.35456049347944,11.3859503714194,11.3859503714194,9.05106771877217,13.760188705731,-2.3742383343117,2.33488265264718,112.646072313396,0,112.646072313396,112.646072313396,14.6885746493868,0,14.6885746493868,14.6885746493868,-20.042720419092,4.9141560395487,-24.9568764586407,-15.1285643795433,-0.0253856221549079,3.03752751828114,-3.06291314043605,3.01214189612623,132.688792732488,4.9141560395487,127.77463669294,137.602948772037,14.7139602715417,3.03752751828114,11.6764327532605,17.7514877898228
srunoff,2018,NW,AI,77.5156925923695,185.932990141983,227.487095001668,4.50226375031491,108.417297549613,0,149.971402409299,4.50226375031491,-41.5541048596858,4.50226375031491,108.417297549613,108.417297549613,145.469138658984,154.473666159614,-46.0563686100007,-37.0518411093709,95.9842973669384,100.149997948706,2.61411415209385,18.4686047745689,0,22.6343053563361,2.61411415209385,-4.16570058176715,2.61411415209385,18.4686047745689,18.4686047745689,20.0201912042422,25.2484195084299,-6.779814733861,-1.5515864296733,139.864966594242,0,139.864966594242,139.864966594242,23.8256334387535,0,23.8256334387535,23.8256334387535,-53.607345132302,5.80819650801663,-59.4155416403186,-47.7991486242854,-5.37400936823625,3.37236766475228,-8.74637703298854,-2.00164170348397,193.472311726544,5.80819650801663,187.664115218528,199.280508234561,29.1996428069897,3.37236766475228,25.8272751422374,32.572010471742
srunoff,2019,NW,AI,77.5156925923695,129.299703169543,125.701895820421,2.49488594526486,51.7840105771735,0,48.186203228052,2.49488594526486,3.59780734912152,2.49488594526486,51.7840105771735,51.7840105771735,45.6913172827871,50.6810891733168,1.10292140385666,6.09269329438638,95.5845596710011,99.3843491697717,2.65772513949389,18.0688670786316,0,21.8686565774022,2.65772513949389,-3.79978949877057,2.65772513949389,18.0688670786316,18.0688670786316,19.2109314379083,24.5263817168961,-6.45751463826446,-1.14206435927667,66.8045512403395,0,66.8045512403395,66.8045512403395,23.3099472820943,0,23.3099472820943,23.3099472820943,4.64139225078108,3.21855596180335,1.42283628897773,7.85994821258442,-4.90196161795581,3.42862851457708,-8.33059013253289,-1.47333310337873,62.1631589895584,3.21855596180335,58.9446030277551,65.3817149513617,28.2119089000502,3.42862851457708,24.7832803854731,31.6405374146272
srunoff,2020,NW,AI,77.5156925923695,110.563074933603,87.4348332919354,2.090585004312,33.0473823412332,0,9.91914069956587,2.090585004312,23.1282416416673,2.090585004312,33.0473823412332,33.0473823412332,7.82855569525387,12.0097257038779,21.0376566373553,25.2188266459793,98.8677248976785,101.154501349979,2.69374504461631,21.352032305309,0,23.638808757609,2.69374504461631,-2.28677645230004,2.69374504461631,21.352032305309,21.352032305309,20.9450637129927,26.3325538022254,-4.98052149691635,0.406968592316271,42.6331510898302,0,42.6331510898302,42.6331510898302,27.5454318876987,0,27.5454318876987,27.5454318876987,29.836850924227,2.69698293906206,27.1398679851649,32.533833863289,-2.95008194576222,3.47509640245603,-6.42517834821826,0.525014456693808,12.7963001656032,2.69698293906206,10.0993172265412,15.4932831046653,30.4955138334609,3.47509640245603,27.0204174310049,33.9706102359169
