var
tmin
tmax
rads
relh
prec
es
ea
prec.days
prec.max
prec.gt.12
prec.gt.25
prec.gt.50
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmin.12mo
tmax.3mo
tmax.6mo
relh.1mo
relh.3mo
relh.6mo
rads.1mo
ea.3mo
ea.6mo
ea.12mo
es.3mo
es.6mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
