var
tmin
tmax
rads
es
ea
VPD
RET
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmin.12mo
tmax.1mo
tmax.2mo
tmax.3mo
tmax.6mo
tmax.12mo
rads.1mo
rads.12mo
ea.1mo
ea.2mo
ea.3mo
ea.6mo
ea.12mo
es.1mo
es.2mo
es.3mo
es.6mo
es.12mo
VPD.1mo
VPD.2mo
VPD.3mo
RET.1mo
RET.2mo
RET.3mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
defc.3mo.sq
defc.6mo.sq
