var
tmin
rads
RET
prec.days
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.3mo
tmin.6mo
tmin.12mo
tmax.3mo
tmax.6mo
tmax.12mo
relh.1mo
rads.6mo
ea.3mo
ea.6mo
ea.12mo
es.2mo
es.3mo
es.6mo
es.12mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.6mo
VPD.12mo
RET.1mo
RET.2mo
RET.3mo
RET.6mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
defc.6mo.sq
defc.12mo.sq
