var
prec.max
prec.gt.12
prec.gt.25
prec
defc
prec.1mo
prec.2mo
prec.3mo
tmin.1mo
tmax.1mo
ea.1mo
es.1mo
defc.1mo
defc.2mo
defc.3mo
prec.sq
defc.sq
