var
prec.gt.12
tmin
tmax
VPD
es
ea
RET
prec.12mo
tmin.2mo
tmax.1mo
tmax.2mo
tmax.6mo
ea.2mo
es.1mo
es.2mo
es.6mo
VPD.1mo
RET.1mo
defc.12mo
defc.12mo.sq
