var
prec.max
prec.gt.25
prec.gt.50
prec
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
prec.sq
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.6mo.sq
