var
prec.max
prec.gt.50
rads
relh
prec
VPD
RET
defc
prec.1mo
tmax.6mo
tmax.12mo
wspd.12mo
es.6mo
es.12mo
VPD.6mo
VPD.12mo
RET.6mo
RET.12mo
defc.1mo
prec.sq
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
defc.12mo.sq
