var
prec.gt.12
prec.gt.50
tmin
tmax
relh
prec
es
ea
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmin.12mo
relh.1mo
relh.2mo
relh.3mo
relh.6mo
relh.12mo
rads.1mo
rads.2mo
rads.3mo
rads.12mo
ea.1mo
ea.2mo
ea.3mo
ea.12mo
VPD.3mo
VPD.6mo
VPD.12mo
RET.3mo
RET.6mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.1mo.sq
defc.2mo.sq
defc.6mo.sq
defc.12mo.sq
