var
tmin
tmax
rads
relh
es
ea
prec.2mo
prec.3mo
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmin.12mo
tmax.1mo
tmax.2mo
relh.1mo
relh.2mo
relh.3mo
relh.6mo
relh.12mo
rads.2mo
rads.3mo
rads.6mo
ea.1mo
ea.2mo
ea.3mo
ea.6mo
es.1mo
es.2mo
defc.2mo
defc.3mo
