var
prec.max
prec.gt.12
tmax
prec
VPD
es
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmax.1mo
relh.6mo
relh.12mo
rads.1mo
rads.2mo
rads.6mo
rads.12mo
es.1mo
es.12mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.12mo
RET.1mo
RET.2mo
RET.3mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
defc.6mo.sq
defc.12mo.sq
