var
prec.max
prec.gt.12
prec.gt.25
rads
prec
defc
prec.1mo
prec.2mo
prec.3mo
prec.12mo
rads.1mo
defc.1mo
defc.2mo
defc.3mo
prec.sq
defc.6mo.sq
