flux.name,year,LULC,climate,obs.baseline,obs,PCR.mean,PCR.sd,change.overall.mean,change.overall.sd,change.climate.mean,change.climate.sd,change.LULC.mean,change.LULC.sd,change.overall.min,change.overall.max,change.climate.min,change.climate.max,change.LULC.min,change.LULC.max,avg.obs,avg.PCR.mean,avg.PCR.sd,avg.change.overall.mean,avg.change.overall.sd,avg.change.climate.mean,avg.change.climate.sd,avg.change.LULC.mean,avg.change.LULC.sd,avg.change.overall.min,avg.change.overall.max,avg.change.climate.min,avg.change.climate.max,avg.change.LULC.min,avg.change.LULC.max,change.overall.mean.prc,change.overall.sd.prc,change.overall.min.prc,change.overall.max.prc,avg.change.overall.mean.prc,avg.change.overall.sd.prc,avg.change.overall.min.prc,avg.change.overall.max.prc,change.LULC.mean.prc,change.LULC.sd.prc,change.LULC.min.prc,change.LULC.max.prc,avg.change.LULC.mean.prc,avg.change.LULC.sd.prc,avg.change.LULC.min.prc,avg.change.LULC.max.prc,change.climate.mean.prc,change.climate.sd.prc,change.climate.min.prc,change.climate.max.prc,avg.change.climate.mean.prc,avg.change.climate.sd.prc,avg.change.climate.min.prc,avg.change.climate.max.prc
aet,2006,AI,AI,403.703318741208,357.113900882325,391.84132198885,4.32781800254873,-46.5894178588828,0,-11.8619967523578,4.32781800254873,-34.727421106525,4.32781800254873,-46.5894178588828,-46.5894178588828,-16.1898147549065,-7.53417874980906,-39.0552391090737,-30.3996031039762,424.41660279734,437.447793857077,5.91689552480402,20.7132840561318,0,33.7444751158683,5.91689552480402,-13.0311910597366,5.91689552480402,20.7132840561318,20.7132840561318,27.8275795910643,39.6613706406724,-18.9480865845406,-7.11429553493255,-11.5405090065035,0,-11.5405090065035,-11.5405090065035,5.1308183744236,0,5.1308183744236,5.1308183744236,-8.60221343109314,1.07202933482027,-9.67424276591341,-7.53018409627287,-3.22791279010766,1.46565441751967,-4.69356720762733,-1.762258372588,-2.93829557541038,1.07202933482027,-4.01032491023065,-1.86626624059011,8.35873116453126,1.46565441751967,6.89307674701159,9.82438558205093
aet,2007,AI,AI,403.703318741208,444.772571176611,448.745494872472,4.94306619687379,41.069252435403,0,45.0421761312636,4.94306619687379,-3.97292369586053,4.94306619687379,41.069252435403,41.069252435403,40.0991099343898,49.9852423281373,-8.91598989273432,0.970142501013266,430.967308040331,439.137054627903,5.57379914046001,27.2639892991224,0,35.4337358866944,5.57379914046001,-8.16974658757205,5.57379914046001,27.2639892991224,27.2639892991224,29.8599367462344,41.0075350271544,-13.7435457280321,-2.59594744711205,10.1731272766004,0,10.1731272766004,10.1731272766004,6.75347167918622,0,6.75347167918622,6.75347167918622,-0.984119652087217,1.22443040901591,-2.20855006110313,0.240310756928697,-2.0237006257581,1.3806671587045,-3.4043677844626,-0.643033467053603,11.1572469286876,1.22443040901591,9.93281651967173,12.3816773377036,8.77717230494432,1.3806671587045,7.39650514623982,10.1578394636488
aet,2008,AI,AI,403.703318741208,425.145524289909,447.628527095049,9.3927025751316,21.4422055487006,0,43.9252083538412,9.3927025751316,-22.4830028051406,9.3927025751316,21.4422055487006,21.4422055487006,34.5325057787096,53.3179109289728,-31.8757053802722,-13.090300230009,432.919456356164,440.516968327826,5.5615201856127,29.2161376149557,0,36.8136495866174,5.5615201856127,-7.59751197166176,5.5615201856127,29.2161376149557,29.2161376149557,31.2521294010047,42.3751697722301,-13.1590321572745,-2.03599178604907,5.31137708145669,0,5.31137708145669,5.31137708145669,7.23703181486216,0,7.23703181486216,7.23703181486216,-5.56918949173991,2.32663496659356,-7.89582445833347,-3.24255452514635,-1.88195430132991,1.37762557983277,-3.25957988116268,-0.504328721497142,10.8805665731966,2.32663496659356,8.55393160660304,13.2072015397902,9.11898611619208,1.37762557983277,7.74136053635931,10.4966116960248
aet,2009,AI,AI,403.703318741208,379.109270898107,437.559954530484,7.0207472639795,-24.5940478431011,0,33.8566357892759,7.0207472639795,-58.450683632377,7.0207472639795,-24.5940478431011,-24.5940478431011,26.8358885252964,40.8773830532554,-65.4714308963566,-51.4299363683975,422.964677188438,439.894185303315,5.72240521593043,19.2613584472299,0,36.1908665621071,5.72240521593043,-16.9295081148773,5.72240521593043,19.2613584472299,19.2613584472299,30.4684613461767,41.9132717780376,-22.6519133308077,-11.2071028989468,-6.092109403457,0,-6.092109403457,-6.092109403457,4.77116673385023,0,4.77116673385023,4.77116673385023,-14.4786235135824,1.73908584300743,-16.2177093565898,-12.739537670575,-4.19355188054073,1.41747787305131,-5.61102975359203,-2.77607400748941,8.3865141101254,1.73908584300743,6.64742826711797,10.1255999531328,8.96471861439095,1.41747787305131,7.54724074133964,10.3821964874423
aet,2010,AI,AI,403.703318741208,497.100016796602,476.392109559514,6.99253238454898,93.3966980553936,0,72.6887908183056,6.99253238454898,20.707907237088,6.99253238454898,93.3966980553936,93.3966980553936,65.6962584337566,79.6813232028546,13.715374852539,27.700439621637,425.961657891342,442.5858425172,6.01860907329429,22.2583391501342,0,38.882523775992,6.01860907329429,-16.6241846258578,6.01860907329429,22.2583391501342,22.2583391501342,32.8639147026977,44.9011328492863,-22.6427936991521,-10.6055755525635,23.1349839646141,0,23.1349839646141,23.1349839646141,5.5135388085335,0,5.5135388085335,5.5135388085335,5.12948650054637,1.73209682951145,3.39738967103492,6.86158333005783,-4.11792121939791,1.49084954071247,-5.60877076011038,-2.62707167868545,18.0054974640678,1.73209682951145,16.2734006345563,19.7375942935792,9.63146002793141,1.49084954071247,8.14061048721894,11.1223095686439
aet,2011,AI,AI,403.703318741208,414.900450135286,429.55112079471,3.90570175476675,11.197131394078,0,25.8478020535017,3.90570175476675,-14.6506706594237,3.90570175476675,11.197131394078,11.197131394078,21.942100298735,29.7535038082685,-18.5563724141904,-10.7449689046569,422.92278780981,441.117052599208,6.01565001589819,19.2194690686019,0,37.4137338579997,6.01565001589819,-18.1942647893978,6.01565001589819,19.2194690686019,19.2194690686019,31.3980838421015,43.4293838738979,-24.209914805296,-12.1786147734996,2.77360399934089,0,2.77360399934089,2.77360399934089,4.76079045585514,0,4.76079045585514,4.76079045585514,-3.62906866981081,0.967468329699434,-4.59653699951025,-2.66160034011138,-4.50684052985483,1.49011656249338,-5.99695709234821,-3.01672396736145,6.4026726691517,0.967468329699434,5.43520433945227,7.37014099885114,9.26763098570997,1.49011656249338,7.77751442321659,10.7577475482033
aet,2012,AI,AI,403.703318741208,354.498857363345,421.025946861593,23.2981229345728,-49.2044613778637,0,17.322628120385,23.2981229345728,-66.5270894982487,23.2981229345728,-49.2044613778637,-49.2044613778637,-5.97549481418776,40.6207510549578,-89.8252124328215,-43.228966563676,412.094218314953,438.670811719599,7.79325878862411,8.39089957374521,0,34.9674929783905,7.79325878862411,-26.5765934046453,7.79325878862411,8.39089957374521,8.39089957374521,27.1742341897664,42.7607517670146,-34.3698521932694,-18.7833346160211,-12.188272697705,0,-12.188272697705,-12.188272697705,2.07848169291968,0,2.07848169291968,2.07848169291968,-16.4792030210917,5.77110017505403,-22.2503031961457,-10.7081028460377,-6.58319913928724,1.93044209121797,-8.51364123050521,-4.65275704806928,4.29093032338671,5.77110017505403,-1.48016985166731,10.0620304984407,8.66168083220693,1.93044209121797,6.73123874098896,10.5921229234249
aet,2013,AI,AI,403.703318741208,408.559913164203,430.141049042305,4.30326418655627,4.85659442299522,0,26.4377303010972,4.30326418655627,-21.581135878102,4.30326418655627,4.85659442299522,4.85659442299522,22.134466114541,30.7409944876535,-25.8844000646583,-17.2778716915457,411.987735408049,439.206847440389,7.57658192722671,8.28441666684106,0,35.5035286991806,7.57658192722671,-27.2191120323396,7.57658192722671,8.28441666684106,8.28441666684106,27.9269467719539,43.0801106264073,-34.7956939595663,-19.6425301051129,1.2030107748776,0,1.2030107748776,1.2030107748776,2.0521051678923,0,2.0521051678923,2.0521051678923,-5.34579104907891,1.06594719111409,-6.411738240193,-4.27984385796482,-6.74235528140115,1.87676978996639,-8.61912507136754,-4.86558549143476,6.54880182395651,1.06594719111409,5.48285463284243,7.6147490150706,8.79446044929345,1.87676978996639,6.91769065932706,10.6712302392598
aet,2014,AI,AI,403.703318741208,484.252585192817,449.263732690532,3.31452030910007,80.5492664516088,0,45.5604139493233,3.31452030910007,34.9888525022855,3.31452030910007,80.5492664516088,80.5492664516088,42.2458936402233,48.8749342584234,31.6743321931854,38.3033728113855,423.65005795547,437.835709866664,7.27492487076747,19.9467392142617,0,34.1323911254562,7.27492487076747,-14.1856519111946,7.27492487076747,19.9467392142617,19.9467392142617,26.8574662546888,41.4073159962237,-21.460576781962,-6.91072704042708,19.9525896152576,0,19.9525896152576,19.9525896152576,4.94094011326382,0,4.94094011326382,4.94094011326382,8.66697172849225,0.821028749388317,7.84594297910393,9.48800047788056,-3.51388042967469,1.80204732858067,-5.31592775825536,-1.71183310109402,11.2856178867654,0.821028749388317,10.4645891373771,12.1066466361537,8.45482054293851,1.80204732858067,6.65277321435784,10.2568678715192
aet,2015,AI,AI,403.703318741208,468.275141747151,443.267616741552,5.52946192422145,64.5718230059424,0,39.5642980003441,5.52946192422145,25.0075250055983,5.52946192422145,64.5718230059424,64.5718230059424,34.0348360761226,45.0937599245655,19.4780630813769,30.5369869298198,422.600084114362,437.655484225604,7.16841359001112,18.8967653731542,0,33.9521654843958,7.16841359001112,-15.0554001112416,7.16841359001112,18.8967653731542,18.8967653731542,26.7837518943847,41.1205790744069,-22.2238137012528,-7.88698652123053,15.9948704923419,0,15.9948704923419,15.9948704923419,4.6808546018587,0,4.6808546018587,4.6808546018587,6.19453044963181,1.36968453503502,4.8248459145968,7.56421498466683,-3.72932284980615,1.77566377516118,-5.50498662496734,-1.95365907464497,9.80034004271006,1.36968453503502,8.43065550767505,11.1700245777451,8.41017745166486,1.77566377516118,6.63451367650367,10.185841226826
