"year","month","year.met","tmin","tmax","rads","relh","prec","wspd","es","ea","VPD","RET","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","prec.gt.101","aet","srunoff","drainage"
2004,4,2004,1.60666667222977,15.3200001080831,200.100002288818,65.1453333536784,40.6816074313486,3.8699999610583,1.30000032426203,0.478208685254698,0.821791639007329,82.9023350588726,11,11.6767087851794,0,0,0,0,0,1.10362726205449,0.0442402293100148,0.847321321720322
2004,5,2004,8.02903231497734,19.6612903533443,196.223548150832,76.900322575723,253.006267389359,3.52580641931103,1.74427708204206,0.883818231173066,0.860458850868994,88.2063984183474,23,74.0532005405702,8,3,1,0,0,1.44204656331005,1.5095679787883,0.887760529071668
2004,6,2004,13.1899998823802,24.1433333714803,251.860665766398,74.3643330891927,84.8202961256379,2.66666663090388,2.31944346189683,1.17143514772448,1.14800831417235,119.375346059969,16,20.5816335742476,2,0,0,0,0,3.10194741609474,0.116605097269747,1.12138519154207
2004,7,2004,15.5258064577656,26.0322581260435,239.225806451613,80.5461285498834,94.1257337564338,2.45161289553488,2.59828614563723,1.45003478953828,1.14825135609896,119.020586719163,14,37.9048968363866,2,1,0,0,0,3.23466630976172,0.16087206012235,1.34662394861701
2004,8,2004,13.2774192748531,23.8161290076471,209.719676602271,80.5322580645161,67.8494710147829,2.63225807489887,2.28803055430142,1.27596310963219,1.01206744466924,97.650502940268,18,27.5803837330155,1,1,0,0,0,2.77323320047736,0.0901106740509854,1.73368547551611
2004,9,2004,11.6199999809265,25.1300001144409,204.168667093913,76.2193336486816,35.1540717184194,2.99333331386248,2.33539650220871,1.0964291436279,1.23896735858081,91.2681657073583,18,14.5953298116259,1,0,0,0,0,2.41532061516548,0.0336325756062009,1.77956504785904
2004,10,2004,5.40000001845821,16.1354837263784,103.519355189416,77.2667745774792,85.1110768003499,3.4387096878021,1.41620818959404,0.726939529916171,0.689268659677869,46.1799416214429,22,15.7971706978955,4,0,0,0,0,0.982891988138665,0.0923366386903644,1.64656810269693
2004,11,2004,0.123333323001862,8.90000003576279,66.6783329327901,77.580667368571,42.7102169645117,2.80333333214124,0.922056536490657,0.519304439742025,0.402752096748633,24.7379816744114,11,14.8209527391822,1,0,0,0,0,0.341625833394847,0.0467568918681455,1.42866994517411
2004,12,2004,-7.67741933945687,1.03548386020045,53.4451611734206,78.7351610737462,46.8006125669251,4.01935485101515,0.556603085729636,0.319204076730848,0.237399008998788,16.1793309606777,12,19.6623973110718,1,0,0,0,0,0.000725079382177208,0.0608223421628583,1.27777649091609
2005,1,2005,-10.7967742104684,-3.0677419324075,70.6361293792725,81.2458061710481,55.8399358672973,3.53548386789137,0.410367168030433,0.25622707673981,0.154140091290624,12.2975010276128,13,14.8203540882931,1,0,0,0,0,0.0766880183577768,0.0326925190543202,1.13186955779906
2005,2,2005,-5.29999996083123,2.2035713834422,105.934642996107,82.6517859867641,43.5876950550104,2.96428572067193,0.585268156058355,0.362022293868721,0.223245862189634,18.7492587612071,16,7.88157222539962,0,0,0,0,0,0.0250883751244104,0.138380395075932,1.06492535846171
2005,3,2005,-5.13870963742656,5.36129028566422,177.780645801175,73.4599999458559,72.5924346575871,3.45806453497179,0.721072963518507,0.331594357607204,0.389478605911303,43.2892360199268,12,40.2685775922372,1,1,0,0,0,0.0645171640383288,0.197026588389485,1.00496664072268
2005,4,2005,3.41666666269302,17.5933334986369,217.358333651225,61.1486670176188,42.6978369357436,3.67666664123535,1.4612849321187,0.496024079676495,0.965260852442206,94.6098022131014,15,20.1876859306255,1,0,0,0,0,1.03790013047662,0.0636921246827339,0.975480364124977
2005,5,2005,7.44516117726603,19.096774331985,222.953872680664,67.2577416204637,86.2299334787778,3.43225805990158,1.68905694862422,0.723189201350221,0.965867747274001,105.250802156895,21,24.2523211329285,2,0,0,0,0,1.45757436083493,0.128303412074748,0.876477145737317
2005,6,2005,16.2366665522257,28.5099999745687,253.873333740234,73.0713335673014,36.6110081106208,3.14999999205271,2.92699372261062,1.38851138114743,1.53848234146319,138.072780322316,14,14.2877145751578,1,0,0,0,0,2.21094729305464,0.0359636882974489,0.799556929663068
2005,7,2005,16.0387096097392,28.6387097758632,240.200000147666,73.6509672595609,99.5828079971113,2.66774193317659,2.92704964861061,1.37506100687865,1.55198864173196,133.851617954966,14,30.4458524268067,3,1,0,0,0,3.09902174696039,0.160784209837497,0.697088944179574
2005,8,2005,15.3580644669071,27.5258065500567,220.986774075416,78.4290326026178,34.9538129916592,2.36774192125567,2.75913086656892,1.40445430783251,1.35467655873641,114.108923234383,13,16.1119161125779,1,0,0,0,0,2.8081470819974,0.0338821887311932,0.629398017791127
2005,9,2005,12.6833332459132,26.0233332951864,166.787666066488,74.6936664581299,85.0243858260777,2.90666666030884,2.49482846900857,1.13310085895732,1.36172761005125,88.1677176217794,21,26.6914436263082,2,1,0,0,0,1.68636607795839,0.121119691706245,0.5879875211945
2005,10,2005,4.48387100619655,17.2129031765846,118.509031480358,78.1397739533455,22.5081351050056,2.87419354723346,1.51445047515569,0.712108302899527,0.802342172256165,49.3715104058945,12,4.70700298785704,0,0,0,0,0,0.85341561000262,0.0208412611445333,0.644710289672849
2005,11,2005,-1.40000002384186,8.38666665554047,66.2349996248881,79.7679997762044,123.62125074128,4.08666667143504,0.900426607097691,0.470671599411749,0.429755007685941,26.165370752347,17,45.2571426877175,2,2,0,0,0,0.223227605016895,0.283688165506341,0.802811804244162
2005,12,2005,-10.0806451036084,-3.42258063054854,57.6045159370669,88.7096776654643,28.9826303722773,3.01935483947877,0.415710771049325,0.297474340597738,0.118236430451587,7.54170730101482,8,7.8700928642067,0,0,0,0,0,0.00892588596823588,0.0186414606123084,0.874306964939937
2006,1,2006,-3.75806446229258,3.27741937868057,52.1187091950447,85.722903343939,47.2299973271752,3.71612903379625,0.635020396968646,0.413420602021931,0.221599794946716,16.161206974947,9,15.9549305657412,1,0,0,0,0,-0.0221339446738808,0.0668206019363003,0.884919568572668
2006,2,2006,-10.5464284675462,-0.275000031505312,106.050713675363,75.0721427372524,30.7286201877667,3.6178571496691,0.465919284263573,0.23069647909048,0.235222805173093,19.4295553744644,8,9.38958496895683,0,0,0,0,0,0.0904177643833358,0.0475287208545766,0.881554071701574
2006,3,2006,-3.32903229421185,6.26451606135215,125.507741189772,78.0138706084221,80.8226502064684,3.90322578722431,0.752688258147853,0.395874973183024,0.356813284964829,37.4215532562829,15,35.2734484346072,1,1,0,0,0,0.0188504400659201,0.191085798522048,0.919652105945533
2006,4,2006,4.20333331425985,16.8266666412354,171.187667528788,64.6410001118978,123.511368745107,4.35333331425985,1.43564590405119,0.561421351017988,0.874224553033203,84.0651249262498,18,25.6335400569404,5,1,0,0,0,0.75050573227172,0.223648976002421,0.99641712875785
2006,5,2006,9.36451613903046,20.1677420523859,176.910967426915,75.4264512831165,110.815874447043,3.36774193471478,1.88380309431357,0.96345296874325,0.920350125570317,89.8407904157988,26,27.3419266887433,2,1,0,0,0,1.30926912372867,0.198511062571096,1.00649799869673
2006,6,2006,12.8266665935516,25.5566666285197,221.12000096639,72.1886664072672,134.44801101163,2.85333332618078,2.42023187645052,1.11589519849424,1.30433667795628,115.183320324699,14,72.9669652550752,3,1,1,0,0,2.03900456232914,1.16018856566356,0.947907253236844
2006,7,2006,17.7741936406782,29.1225806820777,222.514838187925,80.0616125291394,111.23477056105,2.78709675419715,3.09115614678228,1.67373481919573,1.41742132758655,124.971938097144,16,40.3981793586635,3,2,0,0,0,3.14692924893731,0.24006882512719,0.885226987958544
2006,8,2006,15.3935483194167,26.6774194778935,173.887742934688,82.5041939520067,132.258881265459,2.58709677188627,2.65975656548812,1.47968149246152,1.1800750730266,92.5421098550007,20,54.5888437512066,3,1,1,0,0,2.45384744891329,0.518129183446924,0.868697659654586
2006,9,2006,9.10666666030884,20.0566665967306,131.536666266123,84.0566665649414,136.297434424083,3.00000002384186,1.80924073359117,1.00612022285595,0.803120510735221,57.8806147518188,22,44.4591774715177,2,1,0,0,0,1.47432941221362,0.409222183482988,1.2429095464381
2006,10,2006,2.22580642084922,12.4580644099943,106.828709817702,76.3996772766113,79.3500155026329,3.5032257879934,1.16506275051955,0.581286704232965,0.583776046286583,44.0408979075796,19,20.5521272955428,3,0,0,0,0,0.381413586099693,0.103191112049471,1.4868317359778
2006,11,2006,-0.593333339691162,8.73333334525426,66.1546666463216,80.6603335062663,66.3368594959134,3.36333329876264,0.89820662673371,0.497824511031599,0.400382115702112,22.8815882104227,6,19.4476682797232,3,0,0,0,0,0.0467071871114153,0.1009953996332,1.52954139577721
2006,12,2006,-4.6967742020084,2.99354834710398,45.616451832556,83.2793554490612,51.3320883720054,3.67741936252963,0.624879961086197,0.396395088311124,0.228484872775073,14.4163024504826,10,22.528621973389,2,0,0,0,0,-0.0215373010769642,0.0641419150862972,1.49471158309908
2007,1,2007,-8.78064516282851,-0.822580691306822,74.8319359440957,82.0480646933279,28.5044425700878,3.79354836863856,0.484756730897198,0.287419692430231,0.197337038466967,14.2884608121336,12,9.81232487890966,0,0,0,0,0,0.0499224725654025,0.00973596303111561,1.47775725565822
2007,2,2007,-13.79642866339,-5.71071426357542,115.223214149475,75.6153565815517,43.3277428322202,3.94285715903555,0.353745226868417,0.207045037511491,0.146700189356926,14.9508214153946,9,15.796453231326,1,0,0,0,0,0.0926951550910947,0.0696403560764426,1.45953207993772
2007,3,2007,-1.61290323734283,8.69032254911238,139.852257636286,79.1009678994456,99.1264780399155,3.922580634394,0.959456920353207,0.499497931170704,0.459958989182503,42.2425620243485,17,33.889803230705,2,1,0,0,0,0.165276428371754,0.374442366811242,1.59314537948738
2007,4,2007,1.76666661103566,12.7933332999547,186.640333048503,69.2753332773844,106.919148749961,4.17999999125799,1.20220396349896,0.514099475572936,0.688104487926024,72.2926739793102,15,41.1641398313075,3,1,0,0,0,0.62997781039435,0.301765777185041,1.79984335417223
2007,5,2007,10.1870967034371,23.2645160305885,237.677422431207,64.3777415367865,30.250253970841,3.72903228190637,2.11837376766435,0.823848738393222,1.29452502927112,128.131469672878,18,7.85538910439987,0,0,0,0,0,1.48672313924922,0.0303352637033061,1.70112917550685
2007,6,2007,14.1299999872843,26.696666653951,259.386665598551,73.2740001678467,94.7947752667634,2.63333331743876,2.60593406055958,1.21735981225986,1.38857424829973,129.191307854974,10,40.9745997656047,2,1,0,0,0,2.51153833410455,0.244835684550602,1.56290074587393
