var
prec.gt.12
tmin
tmax
relh
VPD
es
ea
RET
tmin.1mo
tmin.2mo
tmin.3mo
tmin.6mo
tmax.1mo
tmax.2mo
tmax.6mo
relh.2mo
rads.3mo
ea.1mo
ea.2mo
es.1mo
es.2mo
VPD.1mo
RET.1mo
