var
prec.max
prec.gt.12
prec.gt.25
tmax
prec
VPD
es
RET
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
tmin.1mo
tmax.1mo
ea.1mo
es.1mo
VPD.1mo
VPD.2mo
VPD.3mo
RET.1mo
RET.2mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
prec.sq
defc.2mo.sq
defc.3mo.sq
