var
prec.days
tmin
tmax
prec
wspd
es
ea
defc
prec.1mo
prec.2mo
prec.3mo
wspd.1mo
wspd.2mo
wspd.3mo
wspd.6mo
ea.2mo
defc.1mo
defc.2mo
defc.3mo
prec.sq
defc.sq
defc.1mo.sq
