var
es
VPD
prec.6mo
tmin.1mo
tmin.6mo
tmax.1mo
tmax.2mo
tmax.3mo
tmax.6mo
relh.2mo
relh.3mo
relh.6mo
rads.2mo
rads.3mo
rads.6mo
rads.12mo
wspd.1mo
wspd.2mo
wspd.3mo
wspd.6mo
wspd.12mo
es.1mo
es.2mo
es.6mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.6mo
RET.1mo
RET.2mo
RET.3mo
RET.6mo
defc.6mo
defc.3mo.sq
