var
prec
prec.max
prec.gt.12
prec.gt.25
defc
prec.1mo
prec.2mo
prec.3mo
defc.1mo
defc.2mo
defc.3mo
prec.sq
defc.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
