var
rads
wspd
RET
prec.days
tmin.1mo
tmin.2mo
tmin.3mo
tmax.3mo
rads.1mo
rads.2mo
rads.3mo
rads.6mo
rads.12mo
wspd.1mo
wspd.2mo
wspd.3mo
wspd.6mo
es.2mo
es.3mo
RET.1mo
RET.2mo
RET.3mo
RET.6mo
defc.2mo.sq
defc.12mo.sq
