var
prec.2mo
prec.3mo
prec.6mo
prec.12mo
relh.6mo
relh.12mo
rads.3mo
rads.6mo
ea.3mo
ea.6mo
ea.12mo
es.3mo
VPD.12mo
RET.12mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
defc.2mo.sq
defc.6mo.sq
defc.12mo.sq
