var
tmin
tmax
rads
wspd
es
ea
VPD
prec.gt.25
tmin.1mo
tmin.2mo
tmin.3mo
tmax.1mo
tmax.12mo
rads.1mo
rads.3mo
wspd.1mo
wspd.2mo
wspd.3mo
wspd.6mo
wspd.12mo
ea.1mo
ea.2mo
ea.3mo
es.1mo
VPD.12mo
defc.2mo.sq
defc.6mo.sq
