var
tmax
rads
relh
prec
es
VPD
RET
prec.days
defc
prec.6mo
tmin.1mo
tmax.1mo
tmax.2mo
tmax.3mo
relh.1mo
relh.2mo
relh.3mo
relh.6mo
rads.1mo
rads.2mo
rads.3mo
rads.6mo
rads.12mo
es.1mo
es.2mo
es.3mo
es.6mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.6mo
RET.1mo
RET.2mo
RET.3mo
RET.6mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
prec.sq
defc.1mo.sq
defc.2mo.sq
defc.3mo.sq
defc.6mo.sq
