var
relh
prec
ea
VPD
prec.days
prec.max
prec.gt.12
prec.gt.25
prec.gt.50
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.6mo
tmin.12mo
tmax.12mo
relh.1mo
relh.2mo
relh.3mo
es.12mo
VPD.1mo
VPD.3mo
VPD.6mo
VPD.12mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.sq
defc.1mo.sq
defc.6mo.sq
