var
rads
relh
prec
VPD
RET
prec.days
prec.max
prec.gt.12
prec.gt.25
prec.gt.50
prec.gt.76
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmax.1mo
tmax.12mo
relh.1mo
relh.2mo
relh.3mo
relh.6mo
relh.12mo
rads.1mo
es.12mo
VPD.1mo
VPD.2mo
VPD.3mo
VPD.6mo
VPD.12mo
RET.1mo
RET.2mo
RET.3mo
RET.6mo
RET.12mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
prec.sq
defc.6mo.sq
defc.12mo.sq
