var
prec.2mo
prec.3mo
prec.6mo
prec.12mo
tmin.12mo
relh.6mo
relh.12mo
rads.2mo
rads.3mo
ea.2mo
ea.6mo
ea.12mo
es.2mo
RET.12mo
defc.2mo
defc.3mo
defc.6mo
defc.12mo
defc.2mo.sq
defc.3mo.sq
defc.6mo.sq
defc.12mo.sq
