var
tmax
relh
prec
es
VPD
RET
prec.max
prec.gt.12
prec.gt.25
defc
prec.1mo
prec.2mo
prec.3mo
prec.6mo
relh.1mo
relh.2mo
VPD.1mo
VPD.2mo
RET.1mo
defc.1mo
defc.2mo
defc.3mo
defc.6mo
prec.sq
defc.sq
defc.1mo.sq
