"year","month","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","tmin","tmax","rads","relh","prec","wspd","VPD","es","ea","RET"
1981,6,13,65.8,1,1,1,0,12.83,26.4233333333333,268.366492061836,60.4037761655579,126.8,3.34832058709677,0.988164404483846,2.5235849897272,1.53542058524336,154.132255738366
1981,7,12,33.5,3,1,0,0,15.1161290322581,27.7322580645161,266.195198859119,63.4420770499133,122.1,3.01887193548387,1.02602116998138,2.78728592925636,1.76126475927498,159.525201544249
1981,8,9,53.1,6,3,1,0,14.3870967741935,26.3258064516129,208.053252677106,65.0736018332792,179.3,2.87700883870968,0.885785053289134,2.58341831414925,1.69763326086011,126.766028471314
1981,9,11,22.6,2,0,0,0,8.7,21.3166666666667,171.202366488804,61.771052597349,78.7,3.161411,0.724758051616749,1.88571213429689,1.16095408268014,98.3398451915481
1981,10,13,27.2,2,1,0,0,1.98709677419355,14.2,107.604868942332,61.2035404116663,68.2,3.597275,0.467725023839824,1.21322050484118,0.745495481001352,66.1398739479467
1981,11,10,21.8,1,0,0,0,-3.16,8.34333333333333,65.8596351396581,62.1621015326563,43.5,4.02529627204301,0.340388127991349,0.852483664750035,0.512095536758686,46.4331394402528
1981,12,7,7.1,0,0,0,0,-10.0258064516129,-1.18387096774194,44.9308091720405,67.4950647997794,19.1,3.83260190322581,0.136955649609092,0.445320880458239,0.308365230849147,22.6966105448619
1982,1,15,15.2,1,0,0,0,-18.9967741935484,-7.69032258064516,62.0130788231389,57.5935989081207,36,3.94368593548387,0.116540528900824,0.266157305244737,0.149616776343913,20.4920948168743
1982,2,3,2.8,0,0,0,0,-12.0071428571429,-2.32142857142857,89.8515732479565,64.175387579529,4.4,3.96648214285714,0.136552322218775,0.434557662497253,0.298005340278479,24.1158591649024
1982,3,12,14.2,1,0,0,0,-5.75161290322581,4.21290322580645,139.522736243451,65.4493221992421,53.6,4.19816525806452,0.224506737416678,0.678519481768968,0.45401274435229,46.4197436181953
1982,4,10,34,3,1,0,0,-1.49333333333333,12.2866666666667,207.069879946474,56.1952814237774,82.8,4.4629959,0.489101296057464,1.0908823787546,0.601781082697134,91.0191288858964
1982,5,15,35.8,3,1,0,0,9.8,22.158064516129,230.264889522565,63.2133670673327,110.3,3.84463412903226,0.760060305513745,2.00964431315023,1.24958400763648,132.723498886972
1982,6,12,26.4,2,1,0,0,8.12666666666667,22.57,296.205058862395,56.9336723712045,86.4,3.34832058709677,0.835281370275742,1.94806984761273,1.11278847733699,146.650686766822
1982,7,11,35.6,2,1,0,0,15.4548387096774,27.7290322580645,264.959179033378,64.2605012511251,88.4,3.01887193548387,0.980050069267871,2.78099646574387,1.800946396476,156.37814373277
1982,8,7,26.7,1,1,0,0,12.8451612903226,25.2129032258064,217.352050398833,63.3866512488421,67.9,2.87700883870968,0.869201352561992,2.41557352030833,1.54637216774634,127.903816060734
1982,9,10,19.1,1,0,0,0,8.76,21.16,161.837004533892,62.3796876902713,36.3,3.161411,0.706587454659234,1.91581819401406,1.20923073935483,94.5130515779051
1982,10,8,10.9,0,0,0,0,3.79032258064516,16.8322580645161,112.658397726046,59.7003191801892,37.1,3.597275,0.584924971170405,1.43341193991827,0.848486968747867,76.5617446252761
1982,11,11,47.2,3,1,0,0,-3.60666666666667,6.02,56.0587161941141,67.3841292403387,107,4.02529627204301,0.246772084973558,0.758102731715131,0.511330646741573,36.1076387524946
1982,12,12,40.1,2,2,0,0,-6.32903225806452,2.70645161290323,44.1679183542052,68.335476618715,92.7,3.83260190322581,0.190816500296695,0.629133238990916,0.438316738694221,28.5890785128631
1983,1,10,5.1,0,0,0,0,-9.74838709677419,-2.09677419354839,47.375803422352,71.6302117446678,13.6,3.94368593548387,0.108843214055439,0.430196958484444,0.321353744429005,19.9588695832171
1983,2,9,37.6,1,1,0,0,-7.375,1.00714285714286,74.3554857029878,70.0694928925081,57.4,3.96648214285714,0.150566419301793,0.54442297670455,0.393856557402758,25.9087094118771
1983,3,16,18.8,1,0,0,0,-4.07741935483871,5.36774193548387,134.021657077104,67.9499549607442,68.7,4.19816525806452,0.256668420860922,0.750720504646487,0.494052083785565,48.4627421040383
1983,4,12,22.9,1,0,0,0,-0.306666666666667,11,181.832711607105,64.1096274069126,56.6,4.4629959,0.404171759030435,1.02995001178862,0.625778252758183,77.3926619582966
1983,5,17,21.6,2,0,0,0,4.77096774193548,17.3,231.699522747324,61.179658257937,107.2,3.84463412903226,0.568647218572907,1.46547524877026,0.896828030197352,111.174799409178
1983,6,11,12.7,0,0,0,0,12.7833333333333,26.6866666666667,280.216556556118,59.7216856609403,47,3.34832058709677,1.04539534223135,2.58109487442742,1.53569953219607,161.271351713196
1983,7,6,18.8,1,0,0,0,17.4483870967742,30.3096774193548,261.607468553748,63.2165643413815,48.8,3.01887193548387,1.16826152244429,3.21870317221149,2.0504416497672,168.471127199253
1983,8,7,49,4,1,0,0,15.2741935483871,29.4064516129032,228.259992616046,59.7567591916265,128.1,2.87700883870968,1.19443052313675,2.97534200433642,1.78091148119967,152.158290047929
1983,9,10,26.4,2,1,0,0,8.98,22.18,170.05232475378,60.5833763764835,72.3,3.161411,0.815487680030374,2.02283797087875,1.20735029084837,103.571348307743
1983,10,10,24.4,1,0,0,0,3.2741935483871,14.641935483871,103.472579888814,64.2774306540749,65.8,3.597275,0.474528708602949,1.29051153486278,0.815982826259833,65.813572674696
1983,11,11,16,1,0,0,0,-1.44,7.33666666666667,53.4107743803909,70.5481278435423,80.9,4.02529627204301,0.255142560534545,0.841369044544326,0.586226484009781,36.8307914186209
1983,12,11,20.8,2,0,0,0,-15.7741935483871,-7.81290322580645,39.1115361995612,69.4300102710151,58.3,3.83260190322581,0.0835580860315732,0.308693850480006,0.225135764448432,15.4266013109167
1984,1,8,3.3,0,0,0,0,-13.8354838709677,-5.30645161290323,51.444256027503,67.6606694962092,9.2,3.94368593548387,0.100849755377835,0.34981274805686,0.248962992679025,18.4903870630884
1984,2,8,11.2,0,0,0,0,-5.87931034482759,3.84827586206897,88.9313246482404,66.2056954602496,32.1,3.98207624137931,0.217682689290864,0.645836007233733,0.42815331794287,35.0966049035638
1984,3,11,14,1,0,0,0,-7.70967741935484,1.79032258064516,135.463630617873,66.5237386838383,29.3,4.19834551612903,0.181178038052949,0.554068185867409,0.372890147814459,40.1184524205311
1984,4,11,44.2,2,1,0,0,1.96666666666667,13.1366666666667,198.576645654616,64.5706419813974,98.1,4.45368256666667,0.436780679240606,1.16364102569078,0.726860346450178,85.185137407191
1984,5,12,31,2,1,0,0,5.16774193548387,18.5387096774194,254.980416609485,59.0926570580295,84.5,3.81795593548387,0.650191431742116,1.57318527452855,0.922993842786438,123.604726497136
1984,6,11,59.4,4,3,1,0,13.6333333333333,25.82,267.020561585664,64.0626984604652,178,3.34301198709677,0.882212134029554,2.48260403691788,1.60039190288833,147.389776435696
1984,7,11,12.7,0,0,0,0,14.9096774193548,27.4709677419355,275.133220547083,63.2807676704921,49.7,3.00575816129032,0.990764531088867,2.72670063960197,1.73593610851311,160.060135528835
1984,8,6,20.1,1,0,0,0,15.141935483871,28.5,227.055378365214,61.4225669290419,48.1,2.87056461290323,1.08463790059459,2.87108471064665,1.78644681005205,145.104895846251
1984,9,10,33.5,2,1,0,0,8.33666666666667,21.94,161.604940126567,59.1618744940271,70.7,3.19405423333333,0.792682135390443,1.97774737231669,1.18506523692625,100.10065964944
1984,10,9,70.6,3,1,1,0,5.45483870967742,16.6967741935484,98.6453130420467,64.7300586739197,143,3.60570206451613,0.488903933888073,1.47400425446368,0.985100320575603,66.3697272627244
1984,11,7,17.8,2,0,0,0,-4.24,6.32666666666667,63.2641899159731,64.1019103643897,46.6,4.03828837204301,0.270030213857911,0.736330426116881,0.46630021225897,39.1189189217786
1984,12,13,11.9,0,0,0,0,-7.74193548387097,1.47741935483871,45.5602750795979,67.4314953871804,67.5,3.81718983870968,0.185429757106889,0.558885444996248,0.373455687889359,27.5343810988341
1985,1,15,15,1,0,0,0,-16.358064516129,-5.64838709677419,57.9985959278952,60.2815404725634,36.4,3.94368593548387,0.112764918818347,0.313287402246184,0.200522483427837,20.5248004638591
1985,2,11,13.5,1,0,0,0,-12.2964285714286,-2.24285714285714,85.4468044043723,63.3852341633455,48.1,3.96648214285714,0.132298812185016,0.439040746364559,0.306741934179543,23.5519713990418
1985,3,10,17.8,2,0,0,0,-2.24516129032258,8.54193548387097,137.635312541285,64.6279232511246,79.5,4.19816525806452,0.322634710663321,0.856750679246282,0.534115968582961,59.9148351807716
1985,4,8,15,1,0,0,0,4.90333333333333,17.5433333333333,200.434359223517,61.2796442103065,38.8,4.4629959,0.636708628730342,1.59407492276206,0.957366294031717,106.384682299701
1985,5,13,34.5,2,2,0,0,8.87741935483871,23.0032258064516,258.069395844419,58.0810464131289,85.2,3.84463412903226,0.851516841747475,2.02683441094937,1.17531756920189,146.119175544276
1985,6,9,33,2,1,0,0,10.8866666666667,24.3866666666667,274.737829123827,60.040392841956,77.6,3.34832058709677,0.901004170256358,2.24399718106328,1.34299301080692,148.739026856075
1985,7,9,67.8,2,2,1,0,14.3483870967742,27.8838709677419,264.112718357844,60.9035569445911,113.8,3.01887193548387,1.08235119973472,2.74349644767923,1.66114524794451,162.872920922566
1985,8,10,20.3,3,0,0,0,13.1032258064516,25.0354838709677,226.650948111525,64.6659772701323,75.6,2.87700883870968,0.844293146701064,2.38717821584739,1.54288506914632,129.373269520143
1985,9,12,30.7,5,1,0,0,11.1566666666667,21.7,157.077520264489,67.7285331580115,127.1,3.161411,0.648846616702306,2.10463857728549,1.45579196058318,89.1412170928687
1985,10,13,26.7,5,1,0,0,4.15806451612903,15.1645161290323,110.565678126057,64.9200657484583,116.4,3.597275,0.454588700833067,1.30282051740514,0.848231816572071,64.562832837441
1985,11,22,47.5,2,1,0,0,-4.11333333333333,2.96333333333333,41.0191629267844,75.0622050679647,130.4,4.02529627204301,0.161417592184178,0.657585340119908,0.49616774793573,25.9712970365996
1985,12,12,43.9,1,1,0,0,-16.8935483870968,-6.14516129032258,51.1525849181649,59.9246696458033,60.7,3.83260190322581,0.116016468818223,0.301858278464494,0.185841809646271,19.8286350951806
1986,1,10,8.4,0,0,0,0,-12.5387096774194,-2.78064516129032,57.7316170179041,64.3773458693846,26,3.94368593548387,0.130597226060804,0.406049062724083,0.275451836663279,22.9478121605762
1986,2,12,37.3,1,1,0,0,-10.8357142857143,-3.14642857142857,79.1279404252382,71.3370951692858,69.2,3.96648214285714,0.0959013359497804,0.407576991827987,0.311675655878207,18.963992060233
1986,3,7,16.8,2,0,0,0,-3.40322580645161,7.96451612903226,148.472551150421,62.6697460808263,39.5,4.19816525806452,0.371045261709115,0.895682303792,0.524637042082885,65.2024698156856
1986,4,13,15.2,1,0,0,0,3.15666666666667,16.6066666666667,201.843371974776,58.5518621832837,57.7,4.4629959,0.60131778063222,1.42088408168711,0.819566301054886,104.52574593135
1986,5,11,25.4,1,0,0,0,8.28064516129032,21.058064516129,247.584508546471,61.2190951400009,50.1,3.84463412903226,0.715185071539578,1.85838894838185,1.14320387684228,131.160081132095
1986,6,11,27.4,3,1,0,0,12.2766666666667,25.3833333333333,279.801873774562,61.6287727538777,82.3,3.34832058709677,0.933006027511262,2.41253393084806,1.4795279033368,153.14507213297
