"year","month","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","tmin","tmax","rads","relh","prec","wspd","VPD","es","ea","RET"
1968,2,4,6.4,0,0,0,0,-12.5068965517241,-2.39310344827586,77.0795976569629,63.0659820177139,10,3.98207624137931,0.1419567419414,0.397150788916203,0.255194046974802,25.244501589204
1968,3,6,5.1,0,0,0,0,-2.21290322580645,10.8096774193548,155.954524541088,57.9250294123469,11.5,4.19834551612903,0.426537327024569,0.986103284860747,0.559565957836178,74.4931614482707
1968,4,9,23.9,4,0,0,0,2.03666666666667,15.3033333333333,206.171832953947,58.4785172752804,93.1,4.45368256666667,0.537930225960381,1.27828016747785,0.740349941517465,97.9672179036234
1968,5,16,10.2,0,0,0,0,6.26451612903226,18.5677419354839,250.091816378551,62.3469114063522,68.4,3.81795593548387,0.615595641369073,1.5876016765301,0.972006035161025,120.194138891555
1968,6,16,46.7,6,3,0,0,13.5566666666667,24.7766666666667,285.828559555888,66.7010133216426,212.8,3.34301198709677,0.825986882468263,2.41530847259089,1.58932159012263,147.754152068852
1968,7,11,26.2,1,1,0,0,15.2709677419355,26.8129032258065,274.532917465683,66.0251919865596,63.1,3.00575816129032,0.89081540563546,2.6828783001515,1.79206289451604,151.623099323286
1968,8,8,36.8,2,1,0,0,14.6806451612903,27.0451612903226,241.112556966779,63.694052037832,76,2.87056461290323,0.969885737112038,2.72020014097225,1.75031440386021,141.55773692507
1968,9,15,24.9,4,0,0,0,10.38,21.79,154.506706415435,65.3955898155475,130.1,3.19405423333333,0.68293653328542,1.97930175597822,1.2963652226928,91.7678121363842
1968,10,12,5.8,0,0,0,0,5.1258064516129,15.9838709677419,92.2176582275089,65.5776342436018,25.8,3.60570206451613,0.490065430728829,1.44737533099816,0.95730990026933,65.0537591821258
1968,11,7,13.2,1,0,0,0,-1.78666666666667,5.80333333333333,34.3845712560989,73.9779866395792,40.8,4.03828837204301,0.206030465339018,0.760826897316448,0.55479643197743,31.449486267512
1968,12,10,27.9,1,1,0,0,-9.7741935483871,-1.3,25.4897182293569,69.253861290126,60.5,3.81718983870968,0.132397981435107,0.461373199345048,0.328975217909941,22.6248115431693
1969,1,15,16,1,0,0,0,-13.8258064516129,-6.06129032258065,31.543251161362,70.3562504981966,51.1,3.94368593548387,0.0842896530690474,0.34108392006027,0.256794266991222,16.4888915523929
1969,2,3,2.3,0,0,0,0,-9.43928571428571,-1.11785714285714,66.3799942066921,69.5855658579521,3.1,3.96648214285714,0.126080816859093,0.445021579890446,0.318940763031353,22.4298489289362
1969,3,6,8.9,0,0,0,0,-7.63225806451613,2.31935483870968,135.704270470627,64.9643223923993,27,4.19816525806452,0.200609977078868,0.574570237569606,0.373960260490739,42.3217649186667
1969,4,12,26.7,2,1,0,0,2.38666666666667,14.5533333333333,213.307230672718,61.3535425545677,79.5,4.4629959,0.473714021523864,1.23236099291086,0.758646971386992,91.6086602709419
1969,5,12,19.8,3,0,0,0,7.78387096774194,21.1806451612903,274.2271641571,59.5898256196956,75.5,3.84463412903226,0.757420589888833,1.87748258088096,1.12006199099212,138.580075814919
1969,6,20,62.2,6,4,1,0,10.25,20.8333333333333,251.49847601406,67.6116520716241,231.7,3.34832058709677,0.628910451717856,1.91817464713144,1.28926419541358,120.974141851113
1969,7,12,24.1,3,0,0,0,15.5032258064516,27.3354838709677,282.434511941035,65.356505533046,96.3,3.01887193548387,0.95171947712453,2.73951567922614,1.78779620210161,159.727923905098
1969,8,4,4.3,0,0,0,0,15.1838709677419,28.2741935483871,241.637411190535,62.0687094994317,10.1,2.87700883870968,1.06087050931546,2.81248512355406,1.75161461423861,148.389461159572
1969,9,7,14,2,0,0,0,9.63333333333333,23.0266666666667,167.031542870121,59.8946330859772,40.2,3.161411,0.812177115321109,2.07042118008816,1.25824406476705,103.323448495508
1969,10,14,20.6,3,0,0,0,3.16774193548387,13.8,91.9404164610554,65.9406416787798,81.9,3.597275,0.446725317794767,1.292074783476,0.845349465681234,60.7448425987726
1969,11,5,4.3,0,0,0,0,-3.96666666666667,5.92666666666667,43.8786916880634,66.2837113079653,10.5,4.02529627204301,0.249057546835115,0.735942260535994,0.486884713700878,36.9234024779348
1969,12,7,10.7,0,0,0,0,-9.3258064516129,-1.98387096774194,23.5787994253297,72.8732043155949,21.6,3.83260190322581,0.115901172575457,0.428970854731876,0.313069682156419,20.5317735830153
1970,1,6,3.8,0,0,0,0,-17.1096774193548,-8.01935483870968,36.9742240884223,64.8227120586415,14,3.94368593548387,0.0923604686925998,0.279984992548752,0.187624523856152,17.3335803368575
1970,2,2,0.5,0,0,0,0,-12.875,-1.56428571428571,91.9513835279534,59.5119157357318,0.8,3.96648214285714,0.16149557910224,0.422779385744592,0.261283806642352,27.5845797707474
1970,3,5,7.6,0,0,0,0,-5.80645161290323,3.86451612903226,128.740470106073,66.2405821120578,15.3,4.19816525806452,0.207910452848147,0.622189472690084,0.414279019841937,44.305420307099
1970,4,10,23.6,2,0,0,0,2.18666666666667,14.6133333333333,210.266619599078,61.0102326479314,61.4,4.4629959,0.53751549727335,1.30615976391777,0.768644266644424,97.8032863689606
1970,5,19,37.1,3,1,0,0,8.6,21.5225806451613,253.915786393635,61.4149725293942,131.9,3.84463412903226,0.754391232384922,1.9488861901429,1.19449495775798,134.296096654089
1970,6,7,21.6,2,0,0,0,13.58,25.7333333333333,289.383600146555,64.0283095942511,60.1,3.34832058709677,0.887762317130275,2.50080958249821,1.61304726536793,152.743385472294
1970,7,10,28.7,3,1,0,0,15.9645161290323,29.0193548387097,282.395442757488,62.3435119409463,85.6,3.01887193548387,1.1069953098586,2.97319976027366,1.86620445041506,170.31138589842
1970,8,4,12.4,0,0,0,0,14.4967741935484,28.1870967741935,239.243054622591,60.4777042959956,27.9,2.87700883870968,1.10267714981079,2.77732403097414,1.67464688116335,149.93832309604
1970,9,14,57.2,5,5,2,0,11.0966666666667,22.24,151.613280259525,66.4086695670817,262,3.161411,0.713977617189353,2.09082303534604,1.37684541815669,93.3078117776093
1970,10,10,17,1,0,0,0,5.72258064516129,15.9709677419355,91.8684773516062,67.436380331438,53.6,3.597275,0.456269549392606,1.42242715350464,0.96615760411203,62.8680032440001
1970,11,7,13.5,1,0,0,0,-2.46333333333333,5.43666666666667,35.4122570803459,72.5496728457033,37.3,4.02529627204301,0.198796573659774,0.730806584790415,0.532010011130641,31.1592124968405
1970,12,8,13.5,1,0,0,0,-10.5935483870968,-0.706451612903226,32.3871155410991,64.4230624738285,35.6,3.83260190322581,0.159122142820881,0.469860025284975,0.310737882464094,25.8772599543107
1971,1,9,13,1,0,0,0,-17.1709677419355,-6.64838709677419,42.0337167103604,60.7281771216139,31.2,3.94368593548387,0.115064277219881,0.296232898104817,0.181168620884936,20.7734670613692
1971,2,9,27.4,4,1,0,0,-11.7535714285714,-2.93571428571429,69.1331108838827,67.0668027833425,84.4,3.96648214285714,0.126810612270128,0.425875864894458,0.29906525262433,22.4014513971411
1971,3,5,18.8,1,0,0,0,-6.86774193548387,2.06129032258064,118.281974554175,68.453596368366,34.9,4.19816525806452,0.179315481522236,0.569067627355348,0.389752145833112,38.4109318587822
1971,4,8,38.9,1,1,0,0,1.11,15.01,214.908205719689,56.6354096517141,61.5,4.4629959,0.572815917463718,1.26327086497553,0.690454947511807,102.986616265906
1971,5,11,21.8,1,0,0,0,5.43225806451613,21.1838709677419,283.256554443169,53.0160046788656,38.9,3.84463412903226,0.833440326877374,1.76667924890111,0.933238922023735,147.363255509379
1971,6,8,49,2,1,0,0,14.9333333333333,28.57,290.257607278277,60.6363422774974,83,3.34832058709677,1.1264318891726,2.86653678179691,1.74010489262432,172.662806666665
1971,7,10,30.5,1,1,0,0,13.4677419354839,26.3516129032258,272.709561391326,62.2400398324825,60.3,3.01887193548387,0.954125230845115,2.52618424054996,1.57205900970484,154.701619134725
1971,8,6,55.6,3,1,1,0,12.7741935483871,27.2,247.742143664291,58.1198809382036,99.1,2.87700883870968,1.07961926169623,2.57816396916894,1.49854470747271,150.09240492054
1971,9,10,17,1,0,0,0,11.57,24.9966666666667,168.88015459396,60.3541303662257,50.4,3.161411,0.930016766409742,2.36274737033914,1.4327306039294,111.200604420815
1971,10,14,21.1,1,0,0,0,8.71290322580645,19.9258064516129,90.3999283708282,65.5316770335466,62.3,3.597275,0.600395591675026,1.79845333820912,1.1980577465341,74.1551072288418
1971,11,10,48.3,2,1,0,0,-2.15,6.71666666666667,43.1929183042814,69.8968653387958,97,4.02529627204301,0.261262677032994,0.815280918542806,0.554018241509812,37.1442874181681
1971,12,8,35.6,3,1,0,0,-6.7258064516129,0.325806451612903,23.7590733638284,74.3082765878386,74.4,3.83260190322581,0.123444024666846,0.518673436236645,0.3952294115698,21.7362311570429
1972,1,7,3.6,0,0,0,0,-15.9612903225806,-4.91612903225806,46.216662739523,59.4162755278748,7.5,3.94368593548387,0.136890651531294,0.349877870552202,0.212987219020908,23.5832155061954
1972,2,4,2.3,0,0,0,0,-13.0827586206897,-3.33448275862069,78.3070789674537,63.8223473046121,7.6,3.98207624137931,0.130598123221167,0.376670703925596,0.246072580704428,24.221418081884
1972,3,11,16.5,1,0,0,0,-6.93225806451613,2.88387096774194,134.560103269943,65.5165954450242,44.1,4.19834551612903,0.200191080144358,0.594836520122902,0.394645439978544,43.0720457792514
1972,4,11,19.1,1,0,0,0,-0.426666666666667,11.2533333333333,216.053330354223,61.9874249639616,54.6,4.45368256666667,0.411215166875293,1.0410974407079,0.629882273832611,83.0766546283365
1972,5,10,13.5,1,0,0,0,9.04193548387097,23.3677419354839,272.311601901874,57.5671581847618,54.1,3.81795593548387,0.922460131946306,2.11565299469584,1.19319286274953,154.263311747643
1972,6,8,30.5,1,1,0,0,11.0533333333333,26.0333333333333,302.501950068068,56.3518469775186,57.2,3.34301198709677,1.04012073775754,2.40869929077497,1.36857855301743,165.33301814046
1972,7,18,26.2,2,1,0,0,15.1838709677419,27.0258064516129,272.360033765787,65.2685412441353,99.1,3.00575816129032,0.940342079385766,2.71133533833466,1.77099325894889,155.790228027103
1972,8,15,39.6,8,3,0,0,15.7032258064516,26.3645161290323,217.947165219294,68.4827697554263,229.3,2.87056461290323,0.843764634264629,2.67871778535532,1.83495315109069,128.049391554271
1972,9,17,40.4,2,2,0,0,10.5566666666667,21.8366666666667,158.750239003321,65.6423306156434,149.2,3.19405423333333,0.676437571193576,2.0015109287634,1.32507335756982,92.2308605216161
1972,10,8,24.1,3,0,0,0,2.94193548387097,13.3032258064516,89.5960194042297,66.7148405867372,78.5,3.60570206451613,0.409637983613437,1.21177164394772,0.802133660334285,58.2144711333034
1972,11,7,11.4,0,0,0,0,-1.70666666666667,3.88666666666667,22.1655689004746,80.1807557745169,20.6,4.03828837204301,0.133334079505381,0.695942132176146,0.562608052670765,23.1085104337948
1972,12,9,19.8,1,0,0,0,-11.7709677419355,-3.53225806451613,29.8476492013017,69.192596750255,43.2,3.81718983870968,0.108589985742263,0.399405737233366,0.290815751491103,19.3041621168437
1973,1,8,16.8,1,0,0,0,-9.21290322580645,-0.996774193548387,36.9432235813925,69.8922180933753,34.9,3.94368593548387,0.144017940968982,0.500283104384865,0.356265163415883,24.3695580410407
1973,2,7,7.9,0,0,0,0,-8.55357142857143,-0.25,73.5512631329538,69.7581049061082,25.5,3.96648214285714,0.136844331445299,0.489853122422653,0.353008790977354,24.0409968545784
1973,3,14,61.2,3,2,1,0,0.0161290322580645,9.82258064516129,142.28307241204,67.5390792956549,127.1,4.19816525806452,0.319102047804747,0.946316327249074,0.627214279444328,61.3104381101289
1973,4,16,20.8,5,0,0,0,1.66666666666667,11.7233333333333,183.769722131971,67.3529271027431,144.2,4.4629959,0.365794474909924,1.10397725750659,0.738182782596662,74.6526021173451
1973,5,18,36.1,6,2,0,0,6.7258064516129,17.8677419354839,252.515672449797,65.2908466544227,167.8,3.84463412903226,0.541811914310016,1.55040127618607,1.00858936187605,112.869618758268
1973,6,13,7.4,0,0,0,0,14.0766666666667,26.47,292.900672585155,63.5667809045665,29.9,3.34832058709677,0.939485591208541,2.57029983315536,1.63081424194682,159.935844210304
1973,7,9,20.8,1,0,0,0,16.3451612903226,28.8483870967742,275.174945665797,63.9115182526791,53.3,3.01887193548387,1.06880596186238,2.96137319669828,1.8925672348359,165.53974005572
1973,8,11,29.2,2,1,0,0,15.9451612903226,27.7193548387097,235.955789775484,65.6438547511836,94.7,2.87700883870968,0.976114693518786,2.8234456842566,1.84733099073781,142.455131864671
1973,9,12,50.3,3,1,0,0,11.19,21.5333333333333,155.887173976333,68.355083720997,126.1,3.161411,0.636148026947197,2.03207127364998,1.39592324670278,88.8314057802683
1973,10,12,15.5,1,0,0,0,7.36774193548387,18.7322580645161,95.9732066172341,64.7542139423958,58.5,3.597275,0.580438011352135,1.65903570897532,1.07859769762319,73.1444098787047
1973,11,8,11.4,0,0,0,0,-1.84666666666667,6.86333333333333,38.6154426442642,70.1390962098603,36.7,4.02529627204301,0.235345435537017,0.787996996212606,0.552651560675589,35.1437910777804
1973,12,11,18,1,0,0,0,-9.58387096774194,-1.90322580645161,27.8259851213029,71.6082705323133,44.8,3.83260190322581,0.121836713653656,0.451819505072517,0.329982791418861,20.9634862117985
1974,1,10,15.7,1,0,0,0,-11.8709677419355,-3.62258064516129,35.9558707107825,69.2575588507709,51.6,3.94368593548387,0.116380508257146,0.415386714914555,0.299006206657409,20.7023467958607
1974,2,8,7.6,0,0,0,0,-11.6964285714286,-1.98571428571429,78.9072292521751,64.5202663478747,23.7,3.96648214285714,0.142597453488794,0.419447762605038,0.276850309116245,24.7834327774782
1974,3,15,22.1,1,0,0,0,-4.15806451612903,4.84838709677419,113.610492827176,69.0160751095233,74.5,4.19816525806452,0.217520478494972,0.694371777443368,0.476851298948395,43.226418877518
1974,4,8,38.1,2,2,0,0,2.38,15.7066666666667,222.402885753205,58.4211289070585,107.5,4.4629959,0.568459654551417,1.34565505626359,0.777195401712168,102.903836422972
1974,5,13,34.3,5,1,0,0,6.52258064516129,18.2258064516129,255.751884947086,63.5258662260516,123.2,3.84463412903226,0.584933838576052,1.60071196856163,1.01577812998558,118.106766088884
1974,6,14,36.3,2,1,0,0,10.95,24.1133333333333,298.620043314116,60.9040391987384,88.5,3.34832058709677,0.871375699380209,2.20447461927461,1.33309891989441,152.107892498473
1974,7,7,38.1,2,1,0,0,16.2709677419355,29.2387096774194,282.685877150289,62.7029427791656,81.1,3.01887193548387,1.11882294150335,3.01299863946848,1.89417569796513,171.29052864351
1974,8,12,21.1,2,0,0,0,13.4064516129032,26.2161290322581,230.150990975732,62.2871591259533,79.8,2.87700883870968,0.943494537924719,2.5151644837767,1.57166994585198,136.901775831549
1974,9,6,11.9,0,0,0,0,7.06,20.6466666666667,168.158191331906,58.7362396708139,36.8,3.161411,0.73784004218271,1.79756868425327,1.05972864207056,97.551593534169
1974,10,7,40.1,1,1,0,0,4.29677419354839,15.9709677419355,94.6716987379202,63.1624236801825,77.5,3.597275,0.499529673093303,1.38466730613472,0.885137633041418,66.8552354934594
