"year","month","prec.days","prec.max","prec.gt.12","prec.gt.25","prec.gt.50","prec.gt.76","prec.gt.101","tmin","tmax","rads","relh","prec","wspd","VPD","es","ea","RET"
1945,1,7,4.3,0,0,0,0,0,-11.7774193548387,-4.50967741935484,72.9638131692222,72.6885887873407,8,3.94368593548387,0.0921487095066084,0.37257551311537,0.280426803608761,17.0665401774569
1945,2,9,18.5,1,0,0,0,0,-7.88928571428571,-0.196428571428571,96.6296637696929,71.9950232123452,35.6,3.96648214285714,0.132786006321756,0.501604374272779,0.368818367951023,24.0654951082173
1945,3,10,9.7,0,0,0,0,0,1.25161290322581,12.4129032258065,174.104598509947,64.168063909872,35.8,4.19816525806452,0.443595419356323,1.14850609560009,0.704910676243766,78.2015608573748
1945,4,13,21.6,2,0,0,0,0,2.90333333333333,13.0366666666667,214.356511813778,67.5785533817971,73.5,4.4629959,0.429901450829126,1.21153882088017,0.781637370051047,86.9392765346733
1945,5,17,37.3,3,1,0,0,0,5.29677419354839,14.8193548387097,247.047340938377,69.9633678681528,133.9,3.84463412903226,0.445616227769519,1.35988338630009,0.914267158530575,102.471680117513
1945,6,10,25.1,1,0,0,0,0,10.9933333333333,20.82,283.455896649792,69.9109062354539,71.3,3.34832058709677,0.633836821706718,2.00078608914313,1.36694926743641,131.039330227752
1945,7,10,21.6,3,0,0,0,0,14.4387096774194,25.3387096774194,286.084469011251,67.7373995640388,67.4,3.01887193548387,0.823095154786447,2.50992585147759,1.68683069669114,151.799152074288
1945,8,10,19.8,5,0,0,0,0,15.6129032258065,25.9774193548387,249.686392998967,69.4018256382104,103.4,2.87700883870968,0.819007990506772,2.61789085344419,1.79888286293742,136.957130999737
1945,9,11,46.2,6,3,0,0,0,12.22,20.9633333333333,164.201584697693,73.3062431857625,159.4,3.161411,0.593414757289756,2.06718958790284,1.47377483061309,88.3773584894265
1945,10,7,9.4,0,0,0,0,0,4.0741935483871,14.6,134.174189009211,66.4945098088575,19.9,3.597275,0.452424597952176,1.2951669766281,0.84274237867592,66.1555182299044
1945,11,12,18.3,2,0,0,0,0,-1.12333333333333,7.03666666666667,73.7333371086358,72.5178373324925,59.6,4.02529627204301,0.259199938611287,0.851986048207949,0.592786109596662,36.231695226122
1945,12,10,9.7,0,0,0,0,0,-10.2677419354839,-2.4741935483871,71.5744886354589,71.1211362150124,37.5,3.83260190322581,0.121115851608486,0.44002407375967,0.318908222151184,18.790633412803
1946,1,10,16.8,1,0,0,0,0,-9.34193548387097,-0.825806451612903,77.6715037174793,69.0537822534964,50.1,3.94368593548387,0.138001980334171,0.474960015725875,0.336958035391704,23.1477461851622
1946,2,9,6.9,0,0,0,0,0,-8.88571428571429,0.121428571428571,103.818158026663,67.7019021777487,22.4,3.96648214285714,0.158041132143719,0.494013344047082,0.335972211903363,27.3066695505817
1946,3,15,21.3,1,0,0,0,0,0.474193548387097,10.1612903225806,156.258885939616,68.2984442998513,73.2,4.19816525806452,0.341896766699431,1.00370287184501,0.661806105145582,64.0323971799238
1946,4,9,7.4,0,0,0,0,0,2.60666666666667,14.2233333333333,222.568228804263,63.6778287639212,24,4.4629959,0.509261994488461,1.2680349824431,0.758772987954635,96.8708793500731
1946,5,8,24.1,1,0,0,0,0,6.14838709677419,16.7354838709677,262.148319692449,67.0587865533753,54.4,3.84463412903226,0.52457501456441,1.48454428249049,0.959969267926077,114.198054610453
1946,6,11,19.3,3,0,0,0,0,12.3266666666667,23.3166666666667,282.11931917004,67.2297842204227,71.4,3.34832058709677,0.792713649889178,2.28908510376324,1.49637145387406,145.003562347029
1946,7,5,10.4,0,0,0,0,0,15.9645161290323,27.0612903225806,295.148288115877,67.5177961002887,24.1,3.01887193548387,0.908339443048446,2.74880150762298,1.84046206457453,163.073000362463
1946,8,8,17,1,0,0,0,0,14.3709677419355,25.3806451612903,261.817015117084,67.2981476029644,41.6,2.87700883870968,0.821522484273262,2.49244712395786,1.6709246396846,139.050957030003
