"year","month","discharge.mm","runoff.mm","baseflow.mm"
1983,8,2.35603963845395,0.87991996825827,1.47611967019568
1983,9,2.50370691156831,0.595646640989413,1.9080602705789
1983,10,3.19669227940465,0.8771546635183,2.31953761588635
1983,11,4.50744672615015,1.87266436990729,2.63478235624286
1983,12,3.46216153444171,0.556932374629841,2.90522915981187
1984,1,2.02918061818956,0.316903923200495,1.71227669498906
1984,2,8.39988967813111,4.09375713705073,4.30613254108038
1984,3,4.89458938974587,1.76868891168444,3.12590047806143
1984,4,8.28485300094838,4.46320185031064,3.82165115063774
1984,5,7.55481254959645,2.33778862717015,5.21702392242631
1984,6,22.7142131341088,15.5824922097277,7.13172092438113
1984,7,5.98965006677376,2.62538032012697,3.3642697466468
1984,8,2.06015203127722,0.282614144424875,1.77753788685234
1984,9,2.3870110515416,0.815764898290979,1.57124615325062
1984,10,10.3698927748853,6.18266833762363,4.1872244372617
1984,11,5.33703814814098,1.51262169276327,3.82441645537771
1984,12,10.4749743550042,6.49957226082412,3.97540209418004
1985,1,2.74318230204966,0.0597305823833395,2.68345171966633
1985,2,28.2005777382081,19.8620778253044,8.33849991290379
1985,3,15.1538699750324,6.8634863646041,8.29038361042832
1985,4,6.88560880252386,1.86547457758337,5.02013422494048
1985,5,3.4179166586022,0.842311823794685,2.57560483480752
1985,6,4.30834478487236,1.79247053244818,2.51587425242418
1985,7,23.4326393055529,17.2267424081135,6.20589689743937
1985,8,4.34705905123193,1.27701772891788,3.07004132231405
1985,9,7.41101670311804,3.61038186850408,3.80063483461397
1985,10,8.17424081134961,3.10543722298566,5.06880358836395
1985,11,20.4245408094141,10.757035438481,9.66750537093309
1985,12,4.74526293378752,0.941862794433584,3.80340013935394
1986,1,4.06499796775505,1.00767704724486,3.05732092051019
1986,2,5.57485435577835,1.49658292527145,4.0782714305069
1986,3,28.4605163837653,14.5775804672228,13.8829359165425
1986,4,6.18875200805156,0.799726130799156,5.38902587725241
1986,5,7.98066947955175,2.8394149070006,5.14125457255115
1986,6,5.06603828362398,1.01541990051677,4.05061838310721
1986,7,9.39650550641609,3.436167669886,5.96033783653009
1986,8,7.41101670311804,2.64252520951478,4.76849149360327
1986,9,13.5334013974103,7.62449822904368,5.90890316836666
1986,10,11.0059128650783,3.52963497009697,7.47627789498132
1986,11,4.17561015735382,0.47563241527474,3.69997774207908
1986,12,3.75528383687847,0.618875200805156,3.13640863607332
1987,1,3.00865155708673,0.432493661331217,2.57615789575551
1987,2,3.44003909652196,0.942968916329572,2.49707018019239
1987,3,8.49501616118606,3.77519403100625,4.71982213017981
1987,4,6.02836433313334,1.88372558886717,4.14463874426617
1987,5,7.01281282056245,2.66464764743453,4.34816517312792
1987,6,3.02524338552655,0.0702387403952233,2.95500464513132
1987,7,2.43346817117309,0.596199701937407,1.83726846923568
1987,8,4.74526293378752,2.13647444210037,2.60878849168715
1987,9,4.32493661331217,1.52423597267114,2.80070064064103
1987,10,2.9754679002071,0.619981322701144,2.35548657750595
1987,11,5.74630324965645,2.82780062709273,2.91850262256373
1987,12,7.18426171444055,2.29077844659067,4.89348326784989
1988,1,8.35122031470765,5.03174850484836,3.31947180985929
1988,2,5.77948690653609,1.54248698395494,4.23699992258114
1988,3,6.53164979580777,2.02973367913755,4.50191611667022
1988,4,6.93538428784331,2.31843149399036,4.61695279385294
1988,5,2.79848839684905,0.218459074457584,2.58002932239147
1988,6,2.07784998161302,0.423644686163315,1.65420529544971
1988,7,2.75756188669751,0.977811756053187,1.77975013064432
1988,8,2.63699460003484,0.939650550641609,1.69734404939323
1988,9,3.48815539899743,1.88759701550313,1.6005583834943
1988,10,2.06568264075716,0.443001819343101,1.62268082141406
1988,11,3.707720595351,1.55078289817485,2.15693769717615
1988,12,4.36531006251573,2.17629483035593,2.18901523215979
1989,1,12.8846609054135,8.83902007083825,4.04564083457526
1989,2,2.1525132095922,0.0956795440029419,2.05683366558925
1989,3,29.6208382526564,20.3603857394468,9.26045251320959
1989,4,4.39738759749937,1.89091538119109,2.50647221630828
1989,5,2.68068641492636,0.733911877987884,1.94677453693847
1989,6,1.52147066793118,0.276530473996942,1.24494019393423
1989,7,4.13025915961833,2.73654557067374,1.39371358894459
1989,8,5.29224021135348,3.57885739446842,1.71338281688505
1989,9,3.54788598138077,1.87377049180328,1.67411548957749
1989,10,1.76868891168444,0.613897652273211,1.15479125941123
1989,11,1.20511980567867,0.260491706505119,0.944628099173554
1989,12,0.581820117289566,0.0730040451351927,0.508816072154373
1990,1,8.13607960593803,6.05712350242902,2.07895610350901
1990,2,4.41508554783518,2.74539454584164,1.66969100199354
1990,3,25.593448429365,16.9026486925891,8.69079973677589
1990,4,1.56903390945865,0.373316139895872,1.19571776956278
1990,5,5.5339278456268,3.38694524551454,2.14698260011226
1990,6,7.95412255404804,5.55383803975458,2.40028451429346
1990,7,2.79295778736911,0.919187295565835,1.87377049180328
1990,8,6.17547854529971,4.08822652757079,2.08725201772892
1990,9,1.34891565215708,0.419220198579364,0.929695453577719
1990,10,1.50764414423133,0.504391584570422,1.00325255966091
1990,11,1.10722801788376,0.346769214392165,0.76045880349159
1990,12,0.948499525809511,0.326859020264385,0.621640505545126
1991,1,0.613344591325217,0.0641550699672906,0.549189521357927
1991,2,2.58777217566338,1.51096250991929,1.07680966574409
1991,3,24.1189879420133,16.1090062322179,8.00998170979542
1991,4,12.1009735421062,7.41101670311804,4.68995683898814
1991,5,3.707720595351,1.34449116457313,2.36322943077787
1991,6,4.70378336268798,2.88034141715215,1.82344194553584
1991,7,5.36303201269669,3.55784107844466,1.80519093425204
1991,8,2.99427197243889,1.79800114192812,1.19627083051077
1991,9,2.84715776027251,1.56792778756266,1.27922997270985
1991,10,8.7167936013316,5.63679718195367,3.07999641937794
1991,11,12.2668918265043,7.2799412584435,4.98695056806085
1991,12,6.23299688389107,1.78583380107225,4.44716308281882
1992,1,2.81452716434088,0.405393674879517,2.40913348946136
1992,2,14.0095868736331,10.1807459306714,3.82884094296166
1992,3,6.87454758356398,1.80906236088799,5.06548522267598
1992,4,6.03389494261327,2.4146640989413,3.61923084367198
1992,5,2.39420084386552,0.433046722279211,1.96115412158631
1992,6,1.73827055954478,0.47839772001471,1.25987283953007
1992,7,6.44260698318076,4.15182853659009,2.29077844659067
1992,8,3.39579422068245,2.01922552112567,1.37656869955678
1992,9,8.3915937639112,5.20651576441442,3.18507799949678
1992,10,2.1066091509087,0.53259769291811,1.57401145799059
1992,11,12.6374426616602,7.49895339384907,5.13848926781118
1992,12,7.62117986335572,3.58825943058432,4.0329204327714
1993,1,5.80160934445584,2.81839859097683,2.98321075347901
1993,2,4.3315733446881,2.14145199063232,2.19012135405578
1993,3,59.3379091102638,42.1172503725783,17.2206587376856
1993,4,24.3457429306908,11.662396210347,12.6833467203437
1993,5,6.24958871233089,1.7996603247721,4.44992838755879
1993,6,13.5555238353301,7.56476764666034,5.99075618866975
1993,7,55.7098292914239,39.0964314746357,16.6133978167883
1993,8,15.0487883949136,8.32024890161999,6.72853949329359
1993,9,15.2202372887917,7.72902674821453,7.49121054057716
1993,10,5.45871155669964,0.574077264017652,4.88463429268198
1993,11,5.71311959277682,1.54967677627886,4.16344281649796
1993,12,4.78950780962704,0.590116031509474,4.19939177811756
1994,1,3.72763078947878,0.715660866704086,3.01196992277469
1994,2,31.65167805369,23.3353005787059,8.31637747498403
1994,3,19.5562351210637,10.9467353436429,8.60949977742079
1994,4,5.66334410745737,1.04805049644841,4.61529361100896
1994,5,4.47426306927052,0.630489480713028,3.84377358855749
1994,6,7.66542473919523,3.95881026574022,3.70661447345501
1994,7,6.22193566493119,2.23989683937523,3.98203882555596
1994,8,6.91879245940349,2.84494551648054,4.07384694292295
1994,9,8.92640370062129,4.62193034238489,4.3044733582364
1994,10,3.87142663595719,0.275424352100954,3.59600228385623
1994,11,6.02836433313334,2.48213753459655,3.54622679853678
1994,12,4.56275282094954,0.559697679369811,4.00305514157973
1995,1,3.45110031548184,0.471207927690789,2.97989238779105
1995,2,3.73869200843866,1.1669586002671,2.57173340817156
1995,3,8.771546635183,3.70827365629899,5.06327297888401
1995,4,11.6198105173515,5.36579731743666,6.25401319991484
1995,5,10.3864846033251,4.47979367875046,5.90669092457468
1995,6,4.13136528151431,0.598965006677376,3.53240027483694
1995,7,5.55826252733853,1.79191747150018,3.76634505583835
1995,8,5.23748717750208,1.82897255501577,3.40851462248631
1995,9,2.76530473996942,0.451850794511003,2.31345394545842
1995,10,7.93642460371224,4.16123057270598,3.77519403100625
1995,11,7.78709814775389,3.17567596338088,4.611422184373
1995,12,3.25199837420404,0.500520157934465,2.75147821626957
1996,1,10.0767704724486,6.4658355429965,3.61093492945207
1996,2,21.1822343081658,15.2152597402597,5.96697456790601
1996,3,3.59489616196025,0.757140437803627,2.83775572415662
1996,4,5.71865020225676,2.07895610350901,3.63969409874775
1996,5,8.63881200766447,3.47709418003755,5.16171782762692
1996,6,34.5607786401378,23.8961043799717,10.6646742601661
1996,7,11.7967900207095,6.66161911858633,5.13517090212321
1996,8,5.36469119554067,1.99378471751795,3.37090647802272
1996,9,2.54408036077187,0.44576712408307,2.0983132366888
1996,10,5.28173205334159,2.5136620086322,2.76807004470939
1996,11,3.0473658234463,0.45572222114696,2.59164360229934
1996,12,3.19669227940465,0.649846613892814,2.54684566551184
1997,1,13.2789933613332,8.96843633266882,4.31055702866433
1997,2,28.305659318327,19.3261617666983,8.9794975516287
1997,3,19.3239495229063,12.022991948439,7.30095757446726
1997,4,4.90011999922581,1.01541990051677,3.88470009870904
1997,5,6.61460893800685,2.54573954361585,4.068869394391
1997,6,9.31354636421701,5.2629279811098,4.05061838310721
1997,7,13.019054715776,8.07634902355469,4.94270569222134
1997,8,3.98203882555596,0.983342365533126,2.99869646002284
1997,9,2.22883562041535,0.346216153444171,1.88261946697118
1997,10,2.13481525925639,0.412583467203437,1.72223179205295
1997,11,2.02918061818956,0.384377358855749,1.64480325933381
1997,12,1.96557860917026,0.350087580080129,1.61549102909014
1998,1,2.90799446455184,0.908126076605958,1.99986838794588
1998,2,6.13897652273211,2.95058015754737,3.18839636518474
1998,3,20.9610099289682,15.1367250856446,5.82428484332359
1998,4,17.8085625254031,8.54092021986955,9.26764230553351
1998,5,12.3609121876633,6.26341523603074,6.09749695163257
1998,6,27.4152311920568,18.8654619970194,8.54976919503745
1998,7,9.09232198501945,3.71103896103896,5.38128302398049
1998,8,8.64987322662435,4.17948158398978,4.47039164263456
1998,9,6.76946600344514,3.09769436971374,3.6717716337314
1998,10,9.68409719937291,4.54339568776976,5.14070151160315
1998,11,7.88664911839278,3.17733514622486,4.70931397216792
1998,12,3.36261056380281,0.291463119592777,3.07114744421004
1999,1,6.29659889291037,2.88310672189212,3.41349217101825
1999,2,11.6972390500706,5.41170137612016,6.28553767395049
1999,3,4.91671182766563,1.04694437455242,3.86976745311321
1999,4,27.940639092651,17.9363196043896,10.0043194882614
1999,5,14.9879516906343,7.97016132153986,7.01779036909439
1999,6,14.3076867246018,7.58080641415217,6.72688031044961
1999,7,12.9360955735769,7.02387403952233,5.91222153405462
1999,8,6.57589467164728,1.59834613970232,4.97754853194496
1999,9,3.45110031548184,0.761011864439584,2.69008845104225
1999,10,3.39026361120251,0.44853242882304,2.94173118237947
1999,11,3.38473300172257,0.830697543886814,2.55403545783576
1999,12,3.05842704240618,0.431940600383223,2.62648644202296
2000,1,2.69340681673021,0.462358952522887,2.23104786420733
2000,2,12.0511980567867,7.54706969632454,4.50412836046219
2000,3,4.26409990903285,0.440789575551126,3.82331033348172
2000,4,7.14001683860104,3.04681276249831,4.09320407610274
2000,5,32.0609431552055,23.0526864342811,9.00825672092438
2000,6,69.2045164224747,46.664517486984,22.5399989354907
2000,7,6.57589467164728,2.00263369268585,4.57326097896143
2000,8,9.87766853117077,5.06548522267598,4.81218330849478
2000,9,6.58695589060716,2.34553148044206,4.2414244101651
2000,10,3.55065128612073,0.386589602647725,3.16406168347301
2000,11,4.05946735827511,0.913103625137903,3.14636373313721
2000,12,3.13585557512532,0.418114076683376,2.71774149844195
2001,1,3.96544699711615,1.3201564828614,2.64529051425475
2001,2,8.79919968258269,4.03623879845936,4.76296088412333
2001,3,11.7027696595506,4.22096115508932,7.48180850446126
2001,4,8.7991996825827,2.87702305146418,5.92217663111851
2001,5,10.1431377862078,4.45545899703873,5.6876787891691
2001,6,23.6101718698589,13.93049915807,9.67967271178896
2001,7,3.53959006716086,0.313032496564538,3.22655757059632
2001,8,45.4616099250973,33.9225463061529,11.5390636189444
2001,9,15.1594005845124,8.17202856755763,6.98737201695473
2001,10,8.52266920858575,3.04847194534229,5.47419726324346
2001,11,6.58695589060716,2.03526428861749,4.55169160198967
2001,12,6.51505796736795,1.00546480345288,5.50959316391507
2002,1,4.17007954787389,0.60947316468926,3.56060638318463
2002,2,9.04807710917994,4.08103673524687,4.96704037393307
2002,3,7.83687363307333,1.92962964755066,5.90724398552268
2002,4,10.668545686802,4.01024493390365,6.65830075289837
2002,5,8.79919968258269,2.39254166102154,6.40665802156115
2002,6,12.2558306075445,5.48083399461939,6.77499661292508
2002,7,3.92673273075658,0.633254785452997,3.29347794530358
2002,8,8.24060812510887,3.92783885265256,4.31276927245631
2002,9,5.36469119554067,1.79136441055219,3.57332678498848
2002,10,9.85554609325101,3.88635928155302,5.96918681169799
2002,11,4.4853242882304,0.509922194050361,3.97540209418004
2002,12,4.17007954787389,0.943521977277566,3.22655757059632
2003,1,2.86485571060832,0.281508022528887,2.58334768807943
2003,2,2.78189656840924,0.733911877987884,2.04798469042135
2003,3,5.61909923161786,2.16246830665609,3.45663092496178
2003,4,5.1268749879033,1.36937890723286,3.75749608067045
2003,5,13.7546257766079,6.16994793581977,7.58467784078812
2003,6,3.95991638763621,1.16529941742311,2.7946169702131
2003,7,7.57140437803627,3.73979813033464,3.83160624770163
2003,8,1.58341349410649,0.192465209901872,1.39094828420462
2003,9,7.03051077089825,4.37858352526758,2.65192724563067
2003,10,3.00090870381481,1.11939535873962,1.88151334507519
2003,11,34.36167669886,25.0088630073354,9.35281369152457
2003,12,8.33462848626783,4.02075309191554,4.3138753943523
2004,1,2.15417239243618,0.133287688466526,2.02088470396965
2004,2,10.1392663595719,6.45256208024464,3.68670427932723
2004,3,18.2178276269185,10.3223295333579,7.89549809356069
2004,4,4.41840391352314,1.43187479435617,2.98597605821898
2004,5,51.7775659511874,37.7618954071264,14.015670544061
2004,6,12.4659937677821,5.37962384113651,7.08636992664563
2004,7,10.220566318927,4.521826310798,5.69874000812898
2004,8,9.71728085625254,4.69493438752008,5.02234646873246
2004,9,3.72154711905084,1.13543412623144,2.5861129928194
2004,10,6.26064993129077,2.68068641492636,3.57996351636441
2004,11,4.32493661331217,1.13598718717944,3.18894942613273
2004,12,5.71865020225676,2.04079489809743,3.67785530415933
2005,1,8.04150618383107,4.43333655911897,3.6081696247121
2005,2,35.0364110554126,25.2450200321288,9.79139102328372
2005,3,21.5030096580022,14.4310193160044,7.07199034199779
2005,4,8.92087309114135,3.65130837865562,5.26956471248573
2005,5,6.3933845588093,2.64639663615073,3.74698792265856
2005,6,2.79627615305708,0.751056767375694,2.04521938568138
2005,7,5.76178895620028,3.26582489790388,2.4959640582964
2005,8,1.60830123676621,0.188040722317921,1.42026051444829
2005,9,2.04909081231734,0.981683182689144,1.0674076296282
2005,10,1.56184411713473,0.288697814852807,1.27314630228192
2005,11,5.55826252733853,3.2464677647241,2.31179476261444
2005,12,1.68407058664138,0.269893742621015,1.41417684402036
2006,1,4.78674250488707,2.40415594092941,2.38258656395765
2006,2,1.60774817581822,0.134393810362514,1.47335436545571
2006,3,7.24675760156386,3.49811049606132,3.74864710550255
2006,4,11.9239940387481,7.33303510945091,4.59095892929723
2006,5,15.7179921419862,9.71340942961658,6.0045827123696
2006,6,14.3093459074458,9.88153995780673,4.42780594963904
2006,7,5.57817272146631,3.16572086631699,2.41245185514932
2006,8,14.2352357404146,10.3787417500532,3.85649399036135
2006,9,13.5322952755144,9.0336975245321,4.49859775098225
2006,10,5.80713995393578,2.63754766098283,3.16959229295295
2006,11,5.66334410745737,3.17235759769292,2.49098650976445
2006,12,5.23195656802214,2.12873158882846,3.10322497919368
2007,1,2.69893742621015,0.353405945768092,2.34553148044206
2007,2,1.89589292972303,0.487799756130606,1.40809317359243
2007,3,25.9828033367527,17.3544994871001,8.62830384965259
2007,4,20.9997241953278,12.933883329785,8.06584086554281
2007,5,3.88248785491707,0.54531809472197,3.3371697601951
2007,6,18.7045212611532,12.6357834788163,6.06873778233689
2007,7,3.20941268120851,1.04362600886446,2.16578667234405
2007,8,51.5231579151102,30.922743724234,20.6004141908762
2007,9,6.67544564228618,1.73882362049277,4.93662202179341
2007,10,11.669586002671,5.51512377339501,6.15446222927594
2007,11,2.82614144424875,0.26768149882904,2.55845994541971
2007,12,4.39683453655138,1.55244208101883,2.84439245553255
2008,1,14.8607476725957,7.60569415681189,7.25505351578377
2008,2,4.86140573286624,1.18852797723886,3.67287775562738
2008,3,24.8379671744053,12.3681019799872,12.4698651944181
2008,4,48.918240850059,29.9465911510248,18.9716496990342
2008,5,11.4760146708731,3.41902278049819,8.0569918903749
2008,6,64.1606005767705,41.5791220701802,22.5814785065903
2008,7,33.1504732227534,19.5048004529003,13.6456727698531
2008,8,8.31803665782802,1.46339926839182,6.8546373894362
2008,9,10.5745253256431,3.22047390016839,7.35405142547468
2008,10,10.0988929103683,2.61155379642712,7.4873391139412
2008,11,8.17977142082954,1.57069309230263,6.60907832852691
2008,12,12.482585596222,5.37907078018852,7.10351481603345
2009,1,6.77499661292508,0.333495751640312,6.44150086128477
2009,2,35.9489616196025,23.4320862446049,12.5168753749976
2009,3,50.5774236940407,29.5843362300888,20.9930874639518
2009,4,21.071622118567,9.77314001199992,11.2984821065671
2009,5,18.0131950761608,6.64170892445855,11.3714861517022
2009,6,16.2212776046606,7.8938389107167,8.32743869394391
2009,7,4.81716085702673,1.13819943097141,3.67896142605532
2009,8,7.36677182727853,2.85877204018039,4.50799978709815
2009,9,12.117565370546,6.27890094257456,5.83866442797143
2009,10,18.4943581009155,9.86162976367894,8.63272833723654
2009,11,8.71070993090367,1.7089583293011,7.00175160160257
2009,12,11.5036677182728,4.8470261482184,6.65664157005439
2010,1,8.61668956974471,2.63035786865891,5.9863317010858
2010,2,4.61252830626899,0.459040586834924,4.15348771943407
2010,3,16.7135018483752,7.65215127644338,9.0613505719318
2010,4,15.557604467068,7.29044941645538,8.26715505061258
2010,5,16.2544612615402,7.49452890626512,8.75993235527513
2010,6,33.8086157508661,18.26981535603,15.5388003948362
2010,7,26.3533541719086,14.7036783633654,11.6496758085432
2010,8,17.4324810807672,8.20742446822924,9.22505661253799
2010,9,13.1351975148547,6.13344591325217,7.00175160160257
2010,10,9.10338320397933,4.05283062689918,5.05055257708015
2010,11,6.37679273036948,1.11994841968762,5.25684431068187
2010,12,6.90220063096367,1.76094605841253,5.14125457255115
2011,1,7.38889426519829,1.86160315094741,5.52729111425088
2011,2,19.7221534054619,10.7293823910813,8.99277101438055
2011,3,28.4715776027251,12.8243772620822,15.647200340643
2011,4,20.7840304256102,9.11997503241915,11.664055393191
2011,5,12.4549325488223,3.52189211682505,8.93304043199721
2011,6,11.5423819846324,3.66347571951149,7.87890626512087
2011,7,6.01177250469352,1.47446048735169,4.53731201734182
2011,8,7.53822072115664,2.32451516441829,5.21370555673834
2011,9,8.30697543886814,3.87142663595719,4.43554880291095
2011,10,7.68201656763505,2.6585639770066,5.02345259062845
2011,11,13.8652379662067,7.02885158805427,6.8363863781524
2011,12,8.4009958000271,3.22876981438829,5.1722259856388
2012,1,4.0871204056748,0.621640505545126,3.46547990012968
2012,2,5.97858884781389,2.26644376487894,3.71214508293495
2012,3,11.3543412623144,4.74194456809956,6.61239669421488
2012,4,7.84793485203322,3.08497396790988,4.76296088412333
2012,5,9.09785259449939,3.61204105134806,5.48581154315134
2012,6,2.76862310565738,0.239475390481352,2.52914771517603
2012,7,4.18611831536571,2.06568264075716,2.12043567460855
2012,8,3.44003909652196,1.05524028877233,2.38479880774963
2012,9,1.90529496583893,0.434152844175199,1.47114212166373
2012,10,10.4412376371765,5.48636460409933,4.95487303307721
2012,11,3.68891652311921,1.16972390500706,2.51919261811214
2012,12,3.48428397236147,0.969515841833279,2.51476813052819
2013,1,19.7221534054619,14.1268357946078,5.59531761085412
2013,2,11.4317697950336,5.0007770917607,6.43099270327288
2013,3,40.4287552983529,26.6044438422978,13.8243114560551
2013,4,34.2234114618615,15.91543490042,18.3079765614415
2013,5,15.2644821646312,7.91319604389649,7.35128612073471
2013,6,45.7934464938936,29.9084299456133,15.8850165482803
2013,7,8.28485300094838,2.19067441500377,6.09417858594461
2013,8,5.06050767414404,1.78804604486423,3.27246162927981
2013,9,6.52777836917181,3.32500241933923,3.20277594983258
2013,10,4.56828343042948,1.61272572435017,2.95555770607932
2013,11,7.41654731259799,3.26859020264385,4.14795710995413
2013,12,2.70999864517003,0.436918148915168,2.27308049625486
2014,1,2.37263146689376,0.425856929955291,1.94677453693847
2014,2,2.91463119592777,0.969515841833279,1.94511535409449
2014,3,28.6485571060832,16.4740264578938,12.1745306481894
2014,4,24.2904368358914,14.5106600925155,9.77977674337585
2014,5,12.9250343546171,5.06990971025993,7.85512464435713
2014,6,28.3443735846866,18.2294419068264,10.1149316778601
2014,7,12.5323610815414,5.20264433777847,7.32971674376294
