date,DToPcpn,DAvSol,DAvTAir,DMxTAir,DMnTAir,DAvRHum,DAvWind
1992-05-01,0.0,185.6,21.22,29.63,10.9,63.14,5.18
1992-05-02,0.0,155.0,17.0,21.21,8.03,41.52,5.8
1992-05-03,0.0,126.5,10.08,15.39,5.73,49.17,5.31
1992-05-04,0.0,117.7,6.88,10.51,1.87,68.17,1.9
1992-05-05,0.0,128.7,5.71,12.51,-2.43,50.37,3.47
1992-05-06,0.0,134.2,8.41,17.52,-3.44,46.03,1.0
1992-05-07,0.0,133.9,13.12,21.76,2.91,37.4,3.37
1992-05-08,0.0,142.2,15.67,25.75,3.3,40.03,0.71
1992-05-09,0.0,143.2,17.71,27.76,4.98,41.47,1.86
1992-05-10,0.0,158.6,19.3,28.5,9.14,55.12,4.49
1992-05-11,7.37,123.8,19.68,28.0,13.34,68.32,4.39
1992-05-12,0.0,145.6,18.11,22.74,13.39,82.9,3.05
1992-05-13,0.0,118.4,13.6,19.01,7.64,54.94,3.43
1992-05-14,0.0,117.3,11.67,17.2,6.21,65.58,3.02
1992-05-15,0.0,170.7,15.94,22.9,8.73,69.87,3.44
1992-05-16,0.25,205.6,21.55,30.23,11.13,61.25,6.02
1992-05-17,5.84,151.6,17.65,21.91,11.98,79.8,4.31
1992-05-18,0.0,169.4,13.62,20.62,7.15,63.7,3.54
1992-05-19,0.0,201.5,15.9,25.42,4.21,63.84,2.2
1992-05-20,0.0,246.7,20.22,29.09,8.63,52.17,2.28
1992-05-21,0.0,218.0,21.92,30.24,13.21,61.48,2.73
1992-05-22,11.94,164.3,22.25,28.87,15.48,73.5,3.5
1992-05-23,5.33,94.2,11.9,18.46,3.95,87.4,4.78
1992-05-24,0.0,99.2,3.84,7.39,0.96,79.8,3.23
1992-05-25,0.0,117.8,5.8,10.0,0.54,72.5,1.95
1992-05-26,0.0,168.1,8.49,14.5,2.42,60.9,2.5
1992-05-27,0.0,151.1,11.0,19.36,0.51,57.95,1.25
1992-05-28,0.0,184.8,13.65,21.48,3.55,55.17,1.14
1992-05-29,0.0,161.8,14.9,22.42,4.18,46.12,1.63
1992-05-30,0.0,196.9,15.9,23.39,7.39,51.17,2.03
1992-05-31,0.0,173.3,18.17,26.95,6.92,54.36,1.96
1992-06-01,0.0,186.8,18.42,26.27,9.84,52.68,1.98
1992-06-02,0.0,173.1,19.55,27.45,10.91,51.03,1.58
1992-06-03,0.0,0.0,15.81,16.82,13.6,63.12,0.55
1992-06-04,0.0,167.7,18.03,23.47,11.54,75.5,2.08
1992-06-05,1.52,322.4,19.61,25.97,12.43,61.64,2.86
1992-06-06,0.0,141.8,17.57,24.15,9.96,70.6,2.16
1992-06-07,0.0,335.9,15.75,21.93,8.04,61.08,3.17
1992-06-08,0.0,214.8,16.97,23.44,9.65,61.85,1.79
1992-06-09,0.0,222.4,18.48,25.58,12.94,59.23,1.27
1992-06-10,0.0,258.8,20.29,27.33,10.62,57.14,1.24
1992-06-11,0.0,296.0,23.19,31.35,16.18,50.59,1.85
1992-06-12,0.0,290.3,23.72,31.58,13.52,53.81,1.76
1992-06-13,0.0,233.2,24.67,31.97,16.35,53.6,2.58
1992-06-14,0.0,272.7,22.08,29.16,16.55,61.61,3.28
1992-06-15,25.91,119.3,15.84,20.69,12.28,76.8,3.76
1992-06-16,2.54,132.0,18.77,22.79,13.55,77.0,3.86
1992-06-17,1.27,207.0,23.77,29.33,18.46,72.9,6.54
1992-06-18,0.0,193.8,19.62,23.28,16.8,77.6,5.09
1992-06-19,0.25,152.2,13.96,18.0,8.59,82.2,2.8
1992-06-20,0.25,346.1,10.95,17.27,4.42,68.98,3.38
1992-06-21,0.0,343.3,11.21,19.71,1.05,60.65,2.03
1992-06-22,0.76,119.3,11.67,17.54,6.32,76.1,2.85
1992-06-23,1.27,160.4,14.7,20.84,11.27,82.7,2.04
1992-06-24,2.29,256.6,15.09,21.82,8.81,85.3,2.14
1992-06-25,0.0,275.9,17.26,26.13,8.38,75.0,2.94
1992-06-26,0.0,280.4,14.79,19.99,6.97,76.9,3.81
1992-06-27,0.0,332.3,14.34,22.22,4.34,64.29,0.87
1992-06-28,0.0,302.9,18.49,27.75,7.78,59.28,2.44
1992-06-29,-6999.0,-6999.0,-6999.0,-6999.0,-6999.0,-6999.0,-6999.0
1992-06-30,0.0,266.1,19.02,25.9,13.87,64.72,1.7
1992-07-01,0.0,270.3,22.92,31.7,11.17,62.31,1.41
1992-07-02,8.38,57.2,20.11,22.7,17.6,91.3,3.14
1992-07-03,1.27,196.6,17.05,22.23,11.9,82.2,4.39
1992-07-04,0.0,305.2,18.25,25.84,10.72,70.4,3.82
1992-07-05,0.0,292.7,16.64,24.2,8.16,68.43,2.92
1992-07-06,0.0,299.0,18.65,25.71,8.52,64.04,1.44
1992-07-07,1.02,157.3,19.73,22.85,14.71,82.7,3.77
1992-07-08,46.74,238.8,22.95,28.82,18.05,85.4,3.49
1992-07-09,0.0,234.3,21.41,26.44,17.07,81.3,2.5
1992-07-10,11.94,280.5,20.77,25.49,14.93,83.7,2.92
1992-07-11,4.06,223.3,20.23,26.11,13.63,85.6,1.66
1992-07-12,14.48,122.1,20.56,26.69,16.11,96.3,3.8
1992-07-13,37.34,52.11,16.27,19.2,14.62,100.5,3.3
1992-07-14,0.0,103.9,15.58,19.43,10.37,93.2,3.32
1992-07-15,0.0,273.5,17.66,24.24,8.61,83.0,1.37
1992-07-16,0.51,214.1,10.94,25.13,-53.57,88.1,2.0
1992-07-17,0.51,290.8,19.78,25.46,14.59,82.3,2.8
1992-07-18,0.51,209.4,18.6,24.52,12.95,88.3,1.44
1992-07-19,8.89,208.0,20.21,27.44,14.63,86.2,2.89
1992-07-20,0.0,230.7,18.08,23.1,14.28,80.5,3.14
1992-07-21,0.0,314.2,16.56,21.76,12.59,72.6,2.04
1992-07-22,6.1,38.07,13.73,15.61,12.21,93.4,3.11
1992-07-23,0.0,97.4,14.79,19.6,10.97,93.8,3.15
1992-07-24,0.0,264.4,17.43,23.77,8.99,85.1,1.52
1992-07-25,0.0,83.5,18.67,20.89,14.14,100.3,2.11
1992-07-26,0.0,271.3,21.7,27.0,14.26,81.8,3.44
1992-07-27,0.0,296.4,19.25,25.49,12.39,78.6,1.94
1992-07-28,0.0,253.0,21.02,27.33,14.87,79.9,3.19
1992-07-29,0.0,265.6,17.81,22.63,13.44,74.3,2.01
1992-07-30,2.79,72.0,14.87,17.97,12.12,90.9,2.45
1992-07-31,0.0,284.4,17.45,24.41,9.6,77.5,1.97
1992-08-01,0.0,290.3,19.32,25.57,11.06,79.2,3.79
1992-08-02,1.27,221.0,19.01,24.74,12.68,82.1,2.74
1992-08-03,3.56,202.8,16.33,23.21,10.3,81.7,1.93
1992-08-04,0.0,289.9,16.05,23.08,9.06,79.7,1.98
1992-08-05,0.25,288.1,16.84,23.53,8.89,74.6,1.41
1992-08-06,0.0,288.7,16.91,24.81,5.84,78.5,1.53
1992-08-07,16.76,88.6,18.17,22.1,13.58,92.5,3.76
1992-08-08,0.0,245.5,22.14,28.03,16.92,89.4,2.45
1992-08-09,0.0,243.7,25.25,32.22,15.79,91.9,2.05
1992-08-10,0.0,206.4,22.71,29.49,13.91,80.5,3.06
1992-08-11,0.25,241.2,17.65,24.04,11.91,77.8,2.85
1992-08-12,2.79,109.8,13.88,17.9,8.92,98.2,2.89
1992-08-13,0.0,174.1,13.47,18.38,7.39,85.0,2.1
1992-08-14,0.0,191.8,13.72,19.82,6.44,81.2,1.76
1992-08-15,0.0,283.0,13.55,21.73,4.46,77.0,1.7
1992-08-16,0.0,274.2,14.4,23.48,4.85,78.4,1.05
1992-08-17,0.76,257.2,16.28,23.46,6.02,78.4,2.35
1992-08-18,0.25,224.7,18.41,24.69,9.63,79.4,2.93
1992-08-19,0.0,263.1,15.81,24.28,6.43,75.5,1.6
1992-08-20,0.0,260.0,16.36,24.39,7.06,79.5,1.54
1992-08-21,0.0,266.3,17.04,24.99,6.9,81.6,1.76
1992-08-22,0.0,262.1,17.88,25.35,7.49,81.1,1.87
1992-08-23,0.0,217.0,21.61,28.08,13.77,86.3,2.95
1992-08-24,0.0,231.0,23.36,29.46,17.16,85.0,2.88
1992-08-25,7.37,201.4,22.12,30.01,16.21,90.9,3.01
1992-08-26,0.0,80.8,14.39,16.56,12.89,97.0,3.51
1992-08-27,0.25,117.4,12.56,16.74,6.86,89.2,3.36
1992-08-28,0.0,202.9,13.22,18.92,7.5,84.6,2.67
1992-08-29,7.87,232.3,18.81,25.41,10.22,83.1,4.39
1992-08-30,0.0,248.8,15.74,21.32,10.96,72.7,4.74
1992-08-31,0.0,218.8,13.92,20.76,6.88,83.4,2.44
1992-09-01,0.0,239.9,14.8,22.49,4.07,81.0,2.1
1992-09-02,11.94,90.3,18.24,22.88,15.29,95.0,4.12
1992-09-03,0.0,248.7,16.87,22.48,8.46,82.2,2.88
1992-09-04,0.0,191.6,16.21,24.21,6.72,82.2,2.07
1992-09-05,0.0,210.0,20.15,27.18,11.63,88.0,3.91
1992-09-06,17.02,116.0,19.0,25.97,12.72,95.1,1.56
1992-09-07,0.51,70.0,19.27,23.68,12.18,99.7,2.9
1992-09-08,0.0,245.0,13.74,19.44,9.47,76.5,3.61
1992-09-09,16.76,39.23,14.72,18.95,9.63,96.6,3.26
1992-09-10,0.0,184.2,12.37,16.24,8.3,83.4,4.41
1992-09-11,0.0,234.1,12.04,19.38,2.95,84.7,1.38
1992-09-12,0.0,190.4,15.43,21.67,8.6,80.8,3.3
1992-09-13,0.0,185.6,19.86,26.05,13.74,78.6,5.05
1992-09-14,26.67,70.7,18.84,22.36,15.38,95.1,2.42
1992-09-15,0.0,109.8,20.58,25.66,15.28,97.6,2.36
1992-09-16,40.39,26.54,20.17,22.71,17.01,98.1,4.02
1992-09-17,14.48,41.22,20.33,22.12,19.03,98.9,3.31
1992-09-18,36.32,188.8,14.53,20.87,6.09,81.2,5.4
1992-09-19,0.0,186.9,9.6,16.09,3.24,82.1,1.77
1992-09-20,5.59,110.2,12.45,19.78,6.48,89.2,3.27
1992-09-21,0.25,95.5,14.77,19.56,12.61,99.6,2.23
1992-09-22,0.0,218.7,8.69,13.61,1.64,72.8,4.1
1992-09-23,0.0,208.7,8.59,16.42,0.23,82.2,2.09
1992-09-24,0.0,206.7,10.6,18.63,4.44,79.2,2.82
1992-09-25,0.0,120.1,12.88,20.06,3.96,89.2,2.79
1992-09-26,14.22,31.65,14.84,18.01,11.62,100.3,3.0
1992-09-27,0.0,203.8,12.42,18.04,7.31,81.7,3.43
1992-09-28,0.0,201.6,7.73,14.33,1.0,75.3,4.76
1992-09-29,0.0,187.9,6.21,14.82,-1.41,82.8,1.19
1992-09-30,0.0,183.5,10.26,19.89,1.0,83.0,1.58
1992-10-01,0.0,187.2,13.94,23.85,5.09,81.6,2.18
1992-10-02,0.0,182.9,17.1,26.3,9.42,81.8,2.69
1992-10-03,0.0,177.8,14.56,21.4,7.74,84.4,2.71
1992-10-04,0.0,184.1,11.93,18.64,6.61,76.8,3.53
1992-10-05,0.0,185.8,10.6,18.84,1.94,80.9,1.62
1992-10-06,0.0,142.0,11.79,19.47,4.37,80.0,2.01
1992-10-07,0.0,142.6,12.46,19.25,3.07,78.0,2.22
1992-10-08,5.08,47.0,10.88,15.78,5.54,93.9,3.18
1992-10-09,1.52,123.3,8.88,11.82,5.49,89.9,4.27
1992-10-10,0.0,55.39,8.16,10.67,3.33,87.9,2.98
1992-10-11,0.0,163.8,8.81,15.51,3.97,72.2,2.89
1992-10-12,0.0,158.9,8.98,13.39,2.2,56.24,4.43
1992-10-13,0.0,128.3,6.57,12.23,-1.78,60.89,2.48
1992-10-14,0.0,59.62,8.25,10.99,4.77,89.3,3.43
1992-10-15,13.46,78.2,6.62,10.18,4.47,91.5,4.35
1992-10-16,0.25,85.0,2.36,5.69,-3.0,87.0,5.1
1992-10-17,0.0,115.3,2.06,8.04,-5.03,80.4,2.61
1992-10-18,0.0,156.9,-1.06,2.79,-6.63,76.8,3.39
1992-10-19,0.0,120.8,-0.83,4.27,-7.72,76.7,2.12
1992-10-20,6.86,33.4,2.64,5.48,-0.06,103.1,3.74
1992-10-21,0.0,93.4,4.66,9.23,2.39,91.4,1.72
1992-10-22,0.0,129.6,14.26,23.27,2.99,85.4,3.11
1992-10-23,0.0,112.8,18.03,23.22,14.33,79.9,3.8
1992-10-24,0.0,120.9,9.99,15.64,2.29,87.6,1.98
1992-10-25,0.0,119.2,9.38,17.16,0.94,89.8,2.88
1992-10-26,0.0,139.8,8.73,15.62,-0.9,71.5,3.36
1992-10-27,0.0,142.2,4.1,12.8,-3.41,79.6,1.14
1992-10-28,0.0,133.0,6.9,13.3,0.06,75.4,3.18
1992-10-29,0.0,82.8,2.51,6.64,-4.13,83.5,2.92
1992-10-30,0.0,110.0,0.87,8.22,-5.08,87.2,1.7
1992-10-31,0.0,41.19,4.17,8.14,0.32,91.9,3.02
1992-11-01,0.0,9.64,3.34,4.45,2.36,102.5,7.8
1992-11-02,0.0,17.92,5.41,10.76,1.38,101.8,3.09
1992-11-03,0.0,39.79,1.48,2.63,-0.18,90.4,3.31
1992-11-04,0.0,17.38,0.22,1.35,-0.77,90.6,3.93
1992-11-05,0.0,58.99,-0.21,2.58,-1.34,78.5,3.83
1992-11-06,0.0,19.67,-1.88,-0.86,-2.7,79.3,2.66
1992-11-07,0.0,58.95,-1.94,0.0,-4.65,89.1,1.77
1992-11-08,0.0,45.71,0.54,3.15,-2.62,96.8,3.07
1992-11-09,0.0,46.02,7.56,10.28,3.1,96.7,4.11
1992-11-10,0.0,11.2,7.16,9.77,1.64,101.5,3.58
1992-11-11,0.0,65.56,1.34,4.91,-3.53,93.7,0.91
1992-11-12,0.0,19.24,1.49,2.82,-1.09,91.1,4.91
1992-11-13,0.0,66.0,-1.82,0.88,-3.14,76.4,5.34
1992-11-14,0.0,72.1,-3.31,-0.45,-5.82,78.0,3.17
1992-11-15,0.0,86.8,-3.67,-0.1,-6.52,81.7,1.81
1992-11-16,0.0,48.03,0.27,3.71,-2.78,95.0,2.49
1992-11-17,0.0,20.87,-0.19,1.43,-1.95,99.2,3.48
1992-11-18,0.0,61.34,-0.81,4.53,-5.83,93.4,2.59
1992-11-19,0.0,39.46,1.55,4.18,-0.7,95.1,4.76
1992-11-20,0.0,11.47,7.32,10.6,2.62,104.5,4.56
1992-11-21,0.0,17.97,4.93,10.74,1.43,97.9,4.37
1992-11-22,0.0,13.19,1.08,2.35,-0.19,98.7,5.02
1992-11-23,0.0,32.01,-0.28,0.92,-1.41,102.0,3.23
1992-11-24,0.0,29.82,0.3,2.26,-2.56,104.4,2.28
1992-11-25,0.0,8.32,0.23,1.36,-2.69,106.4,5.36
1992-11-26,0.0,44.53,-4.53,-2.26,-10.56,100.7,4.69
1992-11-27,0.0,89.9,-9.32,-0.33,-15.19,98.1,0.71
1992-11-28,0.0,67.61,-8.48,-4.35,-14.97,101.7,1.72
1992-11-29,0.0,54.8,-3.71,-1.48,-6.05,103.3,3.91
1992-11-30,0.0,28.16,-3.17,-2.46,-4.0,102.0,2.88
1992-12-01,0.0,57.73,-3.75,-1.34,-8.82,100.2,4.51
1992-12-02,0.0,43.17,-2.06,0.16,-3.85,89.6,5.8
1992-12-03,0.0,56.4,-5.04,-2.53,-10.73,92.2,2.27
1992-12-04,0.0,79.6,-6.11,-2.85,-10.42,91.4,5.76
1992-12-05,0.0,92.5,-11.51,-8.07,-14.64,86.0,3.61
1992-12-06,0.0,49.53,-6.79,-4.31,-14.08,94.3,3.54
1992-12-07,0.0,39.04,-5.95,-3.36,-16.58,94.5,3.03
1992-12-08,0.0,36.22,-5.2,-3.69,-12.22,99.2,2.86
1992-12-09,0.0,28.98,-4.07,-2.06,-7.63,102.0,5.13
1992-12-10,0.0,48.73,-1.98,0.01,-3.4,101.8,4.14
1992-12-11,0.0,83.4,-4.37,0.45,-14.29,96.7,2.73
1992-12-12,0.0,49.96,-5.04,1.39,-14.78,98.6,1.47
1992-12-13,0.0,32.36,0.54,0.97,0.05,102.9,4.88
1992-12-14,0.0,38.25,-0.49,0.21,-1.23,104.4,4.31
1992-12-15,0.0,19.06,1.5,2.49,-0.04,106.6,3.8
1992-12-16,0.0,29.95,-0.66,1.76,-2.81,98.5,4.58
1992-12-17,0.0,43.7,-4.57,-2.31,-10.48,92.2,2.98
1992-12-18,0.0,26.44,-4.57,-0.5,-11.44,100.6,4.47
1992-12-19,0.0,31.26,-3.14,0.12,-12.04,94.0,4.33
1992-12-20,0.0,85.2,-11.21,-6.81,-15.84,79.9,3.86
1992-12-21,0.0,70.8,-3.63,-0.72,-7.24,87.2,5.96
1992-12-22,0.0,78.0,-3.15,1.67,-9.4,94.3,3.25
1992-12-23,0.0,48.73,-9.42,0.52,-17.92,84.4,6.3
1992-12-24,0.0,60.54,-15.24,-7.37,-22.54,78.2,6.05
1992-12-25,0.0,86.0,-10.46,-3.45,-16.21,73.1,8.03
1992-12-26,0.0,69.08,-13.15,-6.36,-17.8,70.8,4.01
1992-12-27,0.0,80.3,-4.44,0.46,-10.22,79.8,4.62
1992-12-28,0.0,65.18,-3.34,1.64,-10.99,97.3,1.8
1992-12-29,0.0,22.46,0.99,2.45,0.36,107.0,1.37
1992-12-30,0.0,10.42,0.61,1.24,0.13,107.5,2.6
1992-12-31,0.0,58.31,-10.97,0.11,-16.44,91.7,7.07
1993-01-01,0.0,90.5,-15.09,-11.77,-18.16,82.7,3.33
1993-01-02,0.0,29.84,-6.22,-0.21,-13.11,94.9,4.95
1993-01-03,0.0,16.38,1.32,2.79,-0.21,106.9,3.51
1993-01-04,0.0,16.11,-1.83,1.6,-5.65,104.3,1.45
1993-01-05,0.0,77.0,-6.85,-4.4,-9.35,92.3,1.36
1993-01-06,0.0,65.98,-8.08,-5.65,-10.55,90.7,2.76
1993-01-07,0.0,52.3,-9.92,-7.59,-12.97,94.4,2.18
1993-01-08,0.0,87.6,-10.83,-7.16,-15.37,87.2,3.48
1993-01-09,0.0,43.46,-8.7,-7.57,-10.52,91.1,6.24
1993-01-10,0.0,83.2,-9.21,-6.89,-10.87,89.6,5.49
1993-01-11,0.0,37.47,-6.92,-4.64,-9.8,95.4,4.08
1993-01-12,0.0,31.54,-2.12,-0.81,-4.68,104.7,4.38
1993-01-13,0.0,63.51,-6.09,-1.58,-13.09,104.4,4.45
1993-01-14,0.0,72.0,-8.36,-4.88,-13.83,102.8,1.78
1993-01-15,0.0,79.5,-10.4,-7.05,-18.34,99.1,2.26
1993-01-16,0.0,54.8,-6.61,-3.48,-19.35,100.4,5.05
1993-01-17,0.0,106.0,-11.86,-5.46,-17.21,79.6,5.89
1993-01-18,0.0,99.5,-14.9,-7.25,-21.64,80.6,1.42
1993-01-19,0.0,104.5,-15.0,-3.75,-21.9,85.6,0.67
1993-01-20,0.0,65.3,-5.87,0.57,-17.83,95.7,3.44
1993-01-21,0.0,48.1,0.79,2.0,0.15,106.3,2.36
1993-01-22,0.0,93.9,-0.55,3.11,-3.65,92.9,3.94
1993-01-23,0.0,52.42,1.3,3.25,-2.37,89.2,6.64
1993-01-24,0.0,110.7,-6.02,0.25,-10.38,79.5,6.58
1993-01-25,0.0,110.8,-11.22,-6.09,-15.69,85.5,2.55
1993-01-26,0.0,80.0,-1.34,3.53,-10.05,85.1,8.36
1993-01-27,0.0,92.4,-4.63,-1.95,-10.48,91.4,2.84
1993-01-28,0.0,70.1,-4.05,-0.24,-13.72,92.9,6.35
1993-01-29,0.0,123.4,-13.51,-9.2,-17.28,66.12,5.31
1993-01-30,0.25,113.0,-4.75,1.1,-12.93,73.2,7.06
1993-01-31,0.0,83.1,2.18,6.21,-2.36,82.5,5.15
1993-02-01,0.0,121.9,-2.87,3.46,-6.43,84.6,2.42
1993-02-02,0.0,113.2,-3.59,0.85,-7.32,92.2,3.02
1993-02-03,0.0,120.4,-1.18,5.39,-6.28,89.3,1.95
1993-02-04,0.0,125.8,-0.58,6.01,-6.93,88.7,1.92
1993-02-05,0.0,110.7,-0.89,1.69,-3.1,97.2,3.99
1993-02-06,0.0,67.93,-5.27,-2.76,-8.27,96.7,4.19
1993-02-07,0.0,33.85,-0.92,-0.22,-2.77,99.7,4.83
1993-02-08,0.0,42.97,-4.26,-0.63,-6.21,91.8,4.22
1993-02-09,1.78,30.83,-2.54,-0.36,-4.86,99.1,2.07
1993-02-10,0.76,44.54,-1.8,-0.36,-6.77,102.7,4.8
1993-02-11,0.0,65.97,-5.65,-3.69,-6.93,93.2,7.52
1993-02-12,0.0,76.7,-5.18,-3.59,-8.14,93.8,4.71
1993-02-13,0.51,88.8,-4.53,-2.13,-7.93,93.0,3.2
1993-02-14,0.0,106.0,-6.19,-3.6,-11.33,87.3,3.95
1993-02-15,0.0,125.0,-10.21,-4.78,-15.19,76.7,1.75
1993-02-16,0.0,130.2,-9.62,-5.92,-14.59,73.5,5.08
1993-02-17,0.0,156.9,-17.27,-14.62,-19.91,70.5,5.74
1993-02-18,0.0,157.8,-15.97,-10.05,-20.87,76.4,4.69
1993-02-19,0.0,153.4,-10.85,-3.89,-19.72,82.3,2.33
1993-02-20,0.0,73.4,-6.44,-3.92,-9.45,76.9,2.94
1993-02-21,0.0,69.93,-4.94,-3.44,-8.05,102.1,7.27
1993-02-22,0.0,120.8,-7.48,-5.99,-8.71,98.7,5.42
1993-02-23,0.0,169.1,-13.0,-8.3,-19.68,86.8,4.55
1993-02-24,0.0,182.1,-19.89,-11.5,-28.37,80.4,2.44
1993-02-25,0.25,152.0,-15.61,-7.64,-26.82,84.8,0.62
1993-02-26,1.78,180.4,-13.7,0.67,-23.52,80.9,0.0
1993-02-27,0.0,172.7,-13.01,-3.25,-24.77,83.1,0.0
1993-02-28,0.0,175.5,-8.35,-1.11,-17.97,91.0,0.0
1993-03-01,0.0,178.4,-0.5,4.52,-6.26,90.4,0.0
1993-03-02,0.0,124.0,-1.01,2.03,-5.51,100.0,0.0
1993-03-03,0.0,117.5,1.07,2.92,-0.94,95.1,0.0
1993-03-04,0.0,146.1,-0.39,1.59,-2.0,88.4,0.0
1993-03-05,0.0,188.5,-0.88,4.67,-7.06,69.27,0.0
1993-03-06,0.0,189.9,-0.05,4.98,-4.89,91.9,0.0
1993-03-07,0.0,128.0,0.84,3.7,-1.93,99.4,0.0
1993-03-08,0.0,89.1,1.56,3.17,-0.01,88.2,0.0
1993-03-09,0.0,105.8,0.21,2.4,-1.92,86.4,0.0
1993-03-10,0.25,133.0,-1.82,-0.41,-3.7,103.2,0.0
1993-03-11,0.25,160.3,-7.11,-1.81,-21.91,96.6,0.0
1993-03-12,0.51,198.9,-11.88,-3.51,-23.89,81.3,0.0
1993-03-13,0.0,221.4,-12.63,-9.1,-17.89,75.6,0.0
1993-03-14,0.0,224.9,-15.4,-8.77,-22.25,69.34,0.0
1993-03-15,0.0,133.6,-6.1,4.03,-22.57,87.7,0.0
1993-03-16,0.51,49.21,0.15,4.11,-9.57,90.2,0.0
1993-03-17,0.0,226.3,-11.25,-8.03,-14.77,63.09,0.0
1993-03-18,0.0,221.1,-6.97,-1.75,-14.01,78.3,2.13
1993-03-19,0.25,91.3,-2.67,-1.24,-4.33,97.7,4.1
1993-03-20,1.52,73.7,0.03,1.98,-1.77,98.8,2.47
1993-03-21,0.0,128.0,0.13,4.07,-2.0,89.3,1.65
1993-03-22,2.54,90.1,-0.69,0.2,-1.36,106.0,6.17
1993-03-23,17.02,45.16,0.16,0.55,-0.08,106.6,4.74
1993-03-24,0.0,94.6,1.25,3.42,0.03,105.6,1.86
1993-03-25,0.0,81.0,2.34,5.63,0.45,106.3,1.16
1993-03-26,0.25,62.44,2.51,5.55,0.92,105.6,0.72
1993-03-27,0.25,60.74,1.03,2.35,-0.28,106.1,1.71
1993-03-28,0.0,199.3,3.09,10.99,-1.7,98.7,1.94
1993-03-29,0.0,237.4,7.03,15.85,-0.17,86.6,1.92
1993-03-30,0.0,173.3,8.18,16.31,-0.51,86.9,3.12
1993-03-31,30.23,22.69,2.09,7.38,-2.88,100.9,8.02
1993-04-01,0.0,153.4,-3.49,-1.51,-5.46,94.6,5.6
1993-04-02,0.51,251.1,-3.85,0.82,-11.43,77.4,3.77
1993-04-03,0.0,261.5,-1.55,4.1,-8.67,73.6,3.03
1993-04-04,0.0,225.8,0.34,5.03,-6.01,79.1,2.61
1993-04-05,0.0,93.0,0.81,4.67,-3.98,93.2,1.77
1993-04-06,0.0,150.0,3.74,8.07,-0.01,86.6,1.58
1993-04-07,6.35,115.1,6.62,11.75,2.21,95.4,4.47
1993-04-08,7.87,43.96,9.94,13.33,7.4,104.9,3.37
1993-04-09,0.0,202.0,6.9,11.38,2.71,85.1,5.04
1993-04-10,0.0,250.8,6.81,13.99,-0.78,77.3,2.89
1993-04-11,8.64,22.19,2.15,4.55,0.39,101.9,5.95
1993-04-12,0.0,168.6,3.11,9.33,-1.4,88.6,3.27
1993-04-13,0.0,210.2,4.25,10.38,-3.08,69.17,4.29
1993-04-14,7.37,23.65,2.47,3.68,1.47,94.7,6.69
1993-04-15,44.96,26.73,1.3,2.2,0.06,103.4,9.05
1993-04-16,1.27,72.1,0.04,0.91,-1.56,101.2,6.22
1993-04-17,0.76,244.3,5.19,14.51,-2.97,78.8,2.69
1993-04-18,4.06,180.6,9.59,14.45,2.48,91.9,3.36
1993-04-19,20.57,28.53,5.74,9.72,1.16,104.1,8.23
1993-04-20,22.35,220.4,2.25,8.07,-2.54,89.5,5.42
1993-04-21,0.0,292.0,5.03,12.39,-3.6,64.23,3.02
1993-04-22,0.0,238.8,8.52,16.02,0.54,59.01,2.46
1993-04-23,0.0,247.9,11.18,17.95,0.89,65.62,4.54
1993-04-24,0.0,188.8,14.06,19.98,8.77,76.2,8.15
1993-04-25,0.0,240.4,10.51,19.21,2.68,78.3,4.97
1993-04-26,0.0,299.4,4.68,11.01,-1.03,70.1,3.41
1993-04-27,10.67,74.3,8.73,15.86,-0.22,90.7,4.13
1993-04-28,0.0,263.2,15.13,21.6,9.86,75.9,2.87
1993-04-29,1.27,214.3,14.02,20.73,7.87,76.9,2.72
1993-04-30,0.0,249.1,12.12,18.69,4.4,67.79,2.36
1993-05-01,4.32,109.4,12.1,17.47,7.39,80.1,4.85
1993-05-02,7.37,84.2,14.71,19.95,10.68,100.1,4.25
1993-05-03,7.11,63.22,15.31,18.22,13.69,104.0,3.42
1993-05-04,3.05,116.9,15.67,19.87,13.53,99.1,2.3
1993-05-05,0.25,191.3,16.58,22.38,12.61,92.7,2.38
1993-05-06,0.0,260.9,18.2,25.73,8.48,79.2,2.05
1993-05-07,1.02,87.4,16.94,21.21,14.38,85.0,3.62
1993-05-08,14.73,223.7,20.32,27.47,14.42,74.9,5.0
1993-05-09,0.0,248.4,21.64,28.08,14.74,72.6,4.14
1993-05-10,0.25,234.4,21.33,28.65,14.56,83.3,2.97
1993-05-11,0.0,283.3,18.91,24.05,14.22,84.1,2.98
1993-05-12,0.0,312.7,15.87,24.84,5.15,68.33,5.08
1993-05-13,0.0,315.6,11.06,18.83,0.85,69.03,2.98
1993-05-14,0.0,183.5,16.56,23.58,8.21,68.69,4.82
1993-05-15,0.0,302.5,12.6,18.15,3.44,57.79,5.19
1993-05-16,0.0,298.7,10.66,18.48,1.95,59.55,3.17
1993-05-17,0.0,118.7,9.14,14.44,0.99,82.6,2.28
1993-05-18,0.0,224.1,10.36,15.11,4.53,86.7,3.89
1993-05-19,0.0,183.6,8.19,14.52,1.04,86.2,2.11
1993-05-20,0.0,205.6,10.07,15.08,5.45,71.3,2.89
1993-05-21,0.0,263.8,12.13,18.71,5.17,66.51,2.7
1993-05-22,0.0,224.5,14.05,22.77,4.99,79.8,4.46
