year,tmin,tmax,rads,relh,prec,wspd,es,ea,VPD,RET
2050,7.29599024068032,18.7524925267999,150.392370459471,77.857224848499,1028.71124073863,3.69385950602081,1.94908007275952,0.970559001223877,0.978521071535644,885.934951248007
2051,7.28430717757473,19.3476697813289,162.516433660298,77.818123396782,841.455077121034,3.89704915362678,2.07284300836909,1.00620086004428,1.06664214832481,957.599117334285
2052,6.09335815090149,17.3144422264977,154.300471888214,78.1124345539697,603.191563297762,3.82593201699316,1.86514559966979,0.930045764913924,0.935099834755863,883.985485509606
2053,6.75359423994686,17.7675665405941,152.750466012628,78.8210712276093,810.808265399188,3.92167991971316,1.88730586500304,0.970593991645475,0.916711873357563,875.868178663721
2054,6.32736224195235,18.0514019742188,155.333317690026,79.5046739656631,697.099909834564,3.65604516346365,1.85918665596554,0.931988421006331,0.927198234959208,861.921070971876
2055,8.38276024490699,20.5208231636605,164.461119727076,78.0487368858024,873.642134547234,3.87075736981957,2.15740336404534,1.04624214655926,1.11116121748607,996.560947504493
2056,7.27709211420529,18.2782564622202,157.012275827876,79.7238113841073,709.667659394443,3.81023414766854,1.93182341814433,1.00196269370422,0.929860724440115,882.815048064014
2057,5.67524727352553,16.6768491182473,153.573902508984,79.187663133177,1032.22313444689,3.81775193932938,1.75332568735519,0.897560457045377,0.855765230309814,836.890054284807
2058,8.55567648061647,20.3155933300081,159.762930067435,77.9917506596813,558.18164960295,3.76465120456398,2.19079130313975,1.07074463952259,1.12004666361716,971.085132400943
2059,6.53401521989719,18.089982228864,151.416895483618,78.737008196687,753.04712562263,3.72419109818054,1.91496914854581,0.967635751588162,0.947333396957644,869.447849248886
2060,7.03564894415885,17.9156100726701,150.559210302074,79.174475268588,1047.93374790251,3.86563978253869,1.89113852275786,0.964828780928171,0.92630974182969,879.504890803999
2061,6.12918457461852,17.5214201490691,155.457933691756,79.122323263508,825.685907773674,3.82062891160125,1.87960832995396,0.961510409435971,0.918097920517986,878.838197316482
2062,6.53421301254865,17.6893763607824,152.917886746256,78.9864190611121,801.153858102858,3.74282425935954,1.85661109542906,0.934389585192777,0.922221510236281,878.985938992699
2063,7.15164996852941,19.323706568013,160.792481179433,77.7580192879455,1049.96107684076,3.72192219740724,1.98167614882584,0.954551131990811,1.02712501683503,924.876034329845
2064,6.3430734949131,17.942765474871,154.479162238335,79.055079225634,800.576096907258,3.79569937626684,1.92848442961463,0.975168398430854,0.953316031183774,874.380215898216
2065,7.71309920841037,19.2021720547208,161.513340001564,78.7344110149227,755.372038709,3.94902877213612,2.02357764526451,1.02836479586607,0.99521284939844,935.357552521967
2066,6.46593738531783,17.9560160346838,156.972679880221,78.6949809453259,785.038202866912,3.81389671660041,1.8373632925806,0.912117373538055,0.925245919042542,877.257734112183
2067,6.76854576039124,18.3421938346186,159.31358215025,77.8293449506368,473.85424522683,3.73339161480943,1.95276071065968,0.958416903983333,0.994343806676347,928.765262323179
2068,6.67429895768347,18.0647436427559,158.861931950342,78.7421311863133,757.841722249985,3.6744909744323,1.92545521505041,0.946542660140147,0.978912554910262,915.143856230432
2069,7.56337516081899,18.9115142977332,154.779616295801,79.5359670665166,987.093392603099,3.85793908013873,2.02504073398151,1.02001578232083,1.00502495166067,922.218227245971
2070,7.34744040126063,18.7802150893579,149.376649599206,79.4807096193914,1249.57243807241,3.85342353508897,1.97535755467585,1.00859110447339,0.966766450202461,873.10639317535
