year,tmin,tmax,rads,relh,prec,wspd,es,ea,VPD,RET
2050,6.49971295813556,17.8711472617246,156.436552686887,79.0305888345797,1038.80041383952,3.76613582474218,1.83556053627756,0.908724395024162,0.926836141253395,862.31948046259
2051,5.77991055638126,16.4186425660573,152.123670080263,79.9036987095663,823.983739301562,3.78139739661184,1.7231457422249,0.904774024087166,0.818371718137739,829.115629593191
2052,6.42630842816169,17.2693913415729,145.292982967825,79.6420764089282,854.246996223927,3.72124846597187,1.81691551720715,0.965395829229137,0.851519687978012,826.616159772146
2053,6.59020785206782,17.4662703033738,152.586955532962,80.7381641544708,1072.0414531678,3.77358115241952,1.84313348624666,0.973782573989597,0.869350912257063,834.262834936147
2054,6.17675598299829,17.747539514625,153.188774336201,78.5499260784829,1311.71205298603,3.66245056047832,1.85416397313272,0.920462580499367,0.933701392633356,871.83394880075
2055,6.72862596815397,18.2591560408863,156.903621376377,78.9570740477679,1216.89342769235,3.7340820722435,1.92450244878355,0.960474174023738,0.964028274759812,887.723473169214
2056,7.38515841221704,18.4405512722577,150.967419462859,79.3559482553618,893.246757432818,3.7652266675128,1.93335055656947,1.00154470282884,0.93180585374063,886.716166996963
2057,6.92953274804225,17.9485631550911,157.057832378231,79.3814054201727,1145.83681925386,3.95207411859133,1.87626992173744,0.956806997476465,0.91946292426098,895.403360232115
2058,6.49505998653789,18.0765839102531,155.204741830695,78.7622465786869,1266.68663333356,3.74364772859438,1.86267551912335,0.924808626439396,0.937866892683952,867.029172288553
2059,6.43307035039281,17.2875711779852,152.081730411559,79.9142136247191,1200.07257807255,3.80373067541482,1.80857357746485,0.938002343215846,0.870571234249009,836.163428205834
2060,6.50700119420332,17.5312663923123,152.255058759711,78.9356364474271,1087.89976984262,3.80319810915189,1.83333845149263,0.937727991929112,0.89561045956352,869.625676206183
2061,6.33396508767372,17.4536310730262,159.481596396884,78.9281809349583,933.605708785355,3.75323330808992,1.83915181236285,0.932910507663304,0.906241304699546,880.408662219194
2062,6.58525636764449,17.5755264262548,153.23028489139,78.5552382273217,504.445248279721,3.67946870767397,1.80927047743187,0.898229520421876,0.911040957009999,881.856725053939
2063,7.9728673110833,19.6015237296573,156.063797122485,78.4559233783043,1068.51344949007,3.67754396773773,2.03959311382301,1.03066563435449,1.00892747946852,915.691729663512
2064,5.36220748544167,16.5114186758975,156.84747766341,79.1005328652637,922.305545452982,3.67753541730141,1.72438115638349,0.866260314505687,0.858120841877808,848.133799532365
2065,5.91280835068557,16.5222439821403,143.295280226616,79.4121451077396,838.219071459025,3.79799599251518,1.72981633017361,0.898303006902062,0.831513323271546,811.506109674156
2066,6.69115917832034,17.658947558369,147.90033644944,78.8590957223552,1110.18534264788,3.78426630243863,1.84695548101152,0.945612772917258,0.90134270809426,838.988328839439
2067,5.46451893009716,16.5082098809306,148.676695947451,79.5095066122813,1029.99687246978,3.92941586240514,1.69514969131819,0.878902303144601,0.81624738817359,801.188791277602
2068,6.84179337379122,17.9367701360156,151.706405402166,79.3299398995488,1131.40541339107,3.80410647237561,1.83544607811966,0.939167545364076,0.89627853275558,863.706879887581
2069,8.01358670322583,19.5634759696351,157.790066625974,79.8411643563885,1395.08694148809,3.87424287522492,2.05770647703632,1.04329135486621,1.01441512217011,924.250560713441
2070,6.62891116827288,18.3016529239073,151.382228465276,78.2304960799544,702.959112629294,3.79295917753487,1.91272937249101,0.94905064411681,0.963678728374197,883.64886734112
